rc_index_no,rc_book,rc_continent,rc_patria_original,rc_patria,rc_list_number_original,rc_list_number,weber_list_no,pp_page,schnetz_page,rc_toponym,weber_look_up_key,weber_no,tp_name_weber,tp_alt_name_weber,talbert_gridsquare,talbert_id,rc_name_weber,rc_name,rc_uri,rc_page,rc_itinerary,rc_itin_no,ku_id,on_tp,pleiades_id,ku_gridsquare,ku_name_lookup,talbert_name_lookup,pleiades_name_lookup,ku_uri_lookup,talbert_uri_lookup,pleiades_uri_lookup,rep_lat,rep_long,ku_x,ku_y,region_id,region,primary_source,other_sources
1483,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,151,39,Mistin,6 Mistin,1297,Mubsi,Μubſı. vıı.,R. Talbert: Mvbsi 4C2 ,124,III6 Mistin,Mistin,"<a href=""sources.html?pars=3&amp;typ=rc#c6""",3,c6,6,261,TRUE,315085, 4C2,Mubsi,Mvbsi,Musti,https://tp-online.ku.de/trefferanzeige_en.php?id=261,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace124.html,https://pleiades.stoa.org/places/315085,36.336066,9.143109,0.185812106,-0.024880195,3.6,Numidia Bizacium,Castorius (Roman),-
1484,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,151,39,Theblata,6 Theblata,1850,Teglata,Teglaтa. xııı.,R. Talbert: * 4C3 ,74,III6 Theblata,Theblata,"<a href=""sources.html?pars=3&amp;typ=rc#c6""",3,c6,6,3185,TRUE,315187, 4C3,Teglata,Teglata,Teglata?,https://tp-online.ku.de/trefferanzeige_en.php?id=3185,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace74.html,https://pleiades.stoa.org/places/315187,36.636636,9.339372,0.191015695,-0.024546712,3.6,Numidia Bizacium,Castorius (Roman),-
1485,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,151,39,Vico Austi,6 Vico Austi,2027,Vico Augu(st)i,Vıco Auguﬅı. vıı,R. Talbert: Vico Avgvsti 4C2 ,73,III6 Vico Austi,Vico Austi,"<a href=""sources.html?pars=3&amp;typ=rc#c6""",3,c6,6,3174,TRUE,315259, 4C2,Vico augusti,Vico Avgvsti,Vicus Augusti?,https://tp-online.ku.de/trefferanzeige_en.php?id=3174,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace73.html,https://pleiades.stoa.org/places/315259,36.636684,9.238986,0.186086022,-0.024062768,3.6,Numidia Bizacium,Castorius (Roman),-
1486,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,151,39,Catia,6 Catia,1873,Thacia,Tʜacıa. vıı.,R. Talbert: * 4C2 ,123,III6 Catia,Catia,"<a href=""sources.html?pars=3&amp;typ=rc#c6""",3,c6,6,251,TRUE,315195, 4C2,Thacia,Thacia,Thacia,https://tp-online.ku.de/trefferanzeige_en.php?id=251,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace123.html,https://pleiades.stoa.org/places/315195,36.30267,9.050218,0.183546007,-0.024802203,3.6,Numidia Bizacium,Castorius (Roman),-
1487,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,151,39,Drusiliana,6 Drusiliana,764,Drusiliana,Druſılıana. vıı.,R. Talbert: Drvsiliana 4C2 ,122,III6 Drusiliana,Drusiliana,"<a href=""sources.html?pars=3&amp;typ=rc#c6""",3,c6,6,240,TRUE,314949, 4C2,Drusiliana,Drvsiliana,Drusiliana?,https://tp-online.ku.de/trefferanzeige_en.php?id=240,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace122.html,https://pleiades.stoa.org/places/314949,36.249547,8.907667,0.179645359,-0.025040159,3.6,Numidia Bizacium,Castorius (Roman),-
1488,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Picom,6 Picom,1490,Picus,Pıcuſ. vıı.,R. Talbert: Picvs 4C2 ,72,III6 Picom,Picom,"<a href=""sources.html?pars=3&amp;typ=rc#c6""",3,c6,6,3163,TRUE,315114, 4C2,Picus,Picvs,Picus,https://tp-online.ku.de/trefferanzeige_en.php?id=3163,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace72.html,https://pleiades.stoa.org/places/315114,36.615628,9.142701,0.181923004,-0.023934959,3.6,Numidia Bizacium,Castorius (Roman),-
1489,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Novis aquis,6 Novis aquis,1370,Novis Aquilianis,Ӈouıſ aquılıanıs. vıııı.,R. Talbert: [..]+isaqvilianis 4C1 ,71,III6 Novis aquis,Novis aquis,"<a href=""sources.html?pars=3&amp;typ=rc#c6""",3,c6,6,3152,TRUE,315095, 4C1,Nouis Aquilianis (Novis Aquilianis),[..]+isaqvilianis,Novae Aquilianae?,https://tp-online.ku.de/trefferanzeige_en.php?id=3152,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace71.html,https://pleiades.stoa.org/places/315095,36.640531,9.024258,0.176798605,-0.024621708,3.6,Numidia Bizacium,Castorius (Roman),-
1490,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Droxiliana,6 Droxiliana,,,,,122,,,,,,,240,TRUE,314949, 4C2,Drusiliana,Drvsiliana,Drusiliana?,https://tp-online.ku.de/trefferanzeige_en.php?id=240,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace122.html,https://pleiades.stoa.org/places/314949,36.249547,8.907667,0.179645359,-0.025040159,3.6,Numidia Bizacium,Castorius (Roman),-
1491,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Siguesse,6 Siguesse,1729,Siguese,Sıgveſe. vıı.,R. Talbert: Sigvese 4C1 ,121,III6 Siguesse,Siguesse,"<a href=""sources.html?pars=3&amp;typ=rc#c6""",3,c6,6,229,TRUE,315171, 4C1,Siguese,Sigvese,Siguese,https://tp-online.ku.de/trefferanzeige_en.php?id=229,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace121.html,https://pleiades.stoa.org/places/315171,36.209896,8.930003,0.171623782,-0.025991606,3.6,Numidia Bizacium,Castorius (Roman),-
1492,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Armasdum,6 Armasdum,,,,,,,,,,,,0,FALSE,0,0,0,0,0,0,0,0,0,0,,,3.6,Numidia Bizacium,Castorius (Roman),-
1493,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Cirta,6 Cirta,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,3.6,Numidia Bizacium,Castorius (Roman),-
1494,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Gasibala,6 Gasibala,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,3.6,Numidia Bizacium,Castorius (Roman),-
1495,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Medranis,6 Medranis,,,,,,,,,,,,0,FALSE,324774,,,,Mactaris,,,https://pleiades.stoa.org/places/324774,35.8531985,9.2065445,,,3.6,Numidia Bizacium,Castorius (Roman),-
1496,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Bagradas,6 Bagradas,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,3.6,Numidia Bizacium,Castorius (Roman),-
1497,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Tepte colonia,6 Tepte colonia,,,,,,,,,,,,0,FALSE,324828,,,,Thelepte,,,https://pleiades.stoa.org/places/324828,34.978743,8.595226,,,3.6,Numidia Bizacium,Castorius (Roman),-
1498,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Gemellas,6 Gemellas,,,,,,,,,,,,0,FALSE,324711,,,,Gemellae,,,https://pleiades.stoa.org/places/324711,34.75,8.75,,,3.6,Numidia Bizacium,Castorius (Roman),-
1499,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Pago Gemellin,6 Pago Gemellin,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,3.6,Numidia Bizacium,Castorius (Roman),-
1500,3,Africa,Numidia Bizacium,Numidia Bizacium,6d,6d,6,152,39,Dabuas,6 Dabuas,,,,,,,,,,,,0,FALSE,324684,,,,Capsa (Iustiniana),,,https://pleiades.stoa.org/places/324684,34.4205427,8.7855301,,,3.6,Numidia Bizacium,Castorius (Roman),-
1501,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7a,7a,7,153,40,Tuca,7 Tuca,#N/A,,,,,,,,,,,,FALSE,305172,,,,Tucca?/Fines Africae et Mauretaniae?,,,https://pleiades.stoa.org/places/305172,36.60883832,6.272784603,0,0,3.7,,,
1502,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7a,7a,7,154,40,Chulla,7 Chulla,614,Chullu,Cʜvʟʟv. .L.,R. Talbert: Chvllv 2C2 ,29,III7 Chulla,Chulla,"<a href=""sources.html?pars=3&amp;typ=rc#c7""",3,c7,7,2054,TRUE,305063, 2C2,Chvllv (Chullu),Chvllv,Chullu,https://tp-online.ku.de/trefferanzeige_en.php?id=2054,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace29.html,https://pleiades.stoa.org/places/305063,37.0078525,6.562081,0.070685377,-0.022993593,3.7,Mauretania Sitifensis,Castorius (Roman),-
1503,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7a,7a,7,154,40,Paceanis,7 Paceanis,1411,Paccianis Matiz(ae),Paccıanıs Μaтıђæ. .Lx.,R. Talbert: Paccianis Matiz(a)e 2C1 ,28,III7 Paceanis,Paceanis,"<a href=""sources.html?pars=3&amp;typ=rc#c7""",3,c7,7,1947,TRUE,305126, 2C1,Paccianis Matize,Paccianis Matiz(a)e,Paccianis Matidiae?/Tucca?,https://tp-online.ku.de/trefferanzeige_en.php?id=1947,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace28.html,https://pleiades.stoa.org/places/305126,36.865147,6.1015385,0.062229372,-0.022801444,3.7,Mauretania Sitifensis,Castorius (Roman),-
1504,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7a,7a,7,154,40,Igilgili,7 Igilgili,999,Igilgili co(lonia),Jgılgılı. Coł.,R. Talbert: Igilgili Col. 2C1 ,26,III7 Igilgili,Igilgili,"<a href=""sources.html?pars=3&amp;typ=rc#c7""",3,c7,7,1730,TRUE,305095, 2C1,Igilgili Colonia,Igilgili Col.,Igilgili,https://tp-online.ku.de/trefferanzeige_en.php?id=1730,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace26.html,https://pleiades.stoa.org/places/305095,36.8212995,5.766168,0.055696142,-0.022807765,3.7,Mauretania Sitifensis,Castorius (Roman),-
1505,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7a,7a,7,154,40,Chova municipium,7 Chova municipium,606,Choba municipium,Choba. Μunıcıpıum. xxxvı|ıı.,R. Talbert: Choba Mvnicipivm 1C5 ,24,III7 Chova municipium,Chova municipium,"<a href=""sources.html?pars=3&amp;typ=rc#c7""",3,c7,7,1517,TRUE,305062, 1C5,Choba Municipium,Choba Mvnicipivm,Choba,https://tp-online.ku.de/trefferanzeige_en.php?id=1517,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace24.html,https://pleiades.stoa.org/places/305062,36.6665775,5.4607425,0.050892368,-0.022191809,3.7,Mauretania Sitifensis,Castorius (Roman),-
1506,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7a,7a,7,154,40,Mulusbion orea,7 Mulusbion orea,1300,Muslubio horreta,Μuſlubıo Hoʀʀeтa. xxvııı.,R. Talbert: Mvslvbio Horreta 1C5 ,22,III7 Mulusbion orea,Mulusbion orea,"<a href=""sources.html?pars=3&amp;typ=rc#c7""",3,c7,7,1304,TRUE,305111, 1C5,Muslubio Horreta,Mvslvbio Horreta,Muslubium,https://tp-online.ku.de/trefferanzeige_en.php?id=1304,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace22.html,https://pleiades.stoa.org/places/305111,36.636739,5.246097,0.045197316,-0.022214794,3.7,Mauretania Sitifensis,Castorius (Roman),-
1507,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7b,7b,7,154,40,Amabu municipium,7 Amabu municipium,,,,,,,,,,,,0,FALSE,305024,,,,Ad Sava Municipium,,,https://pleiades.stoa.org/places/305024,36.325495,5.066483,,,3.7,Mauretania Sitifensis,Castorius (Roman),-
1508,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7b,7b,7,154,40,Gaddo,7 Gaddo,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,3.7,Mauretania Sitifensis,Castorius (Roman),-
1509,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7b,7b,7,154,40,Leba,7 Leba,,,,,,,,,,,,0,FALSE,305102,,,,Lesbi?,,,https://pleiades.stoa.org/places/305102,36.457201,5.129934,,,3.7,Mauretania Sitifensis,Castorius (Roman),-
1510,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7b,7b,7,154,40,Balicin,7 Balicin,,,,,96,,,,,,,3423,TRUE,311064, 1C5,Ad Basilicam,Ad Basilica,Ad Basilicam,https://tp-online.ku.de/trefferanzeige_en.php?id=3423,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace96.html,https://pleiades.stoa.org/places/311064,0,0,0.046644222,-0.023035963,3.7,Mauretania Sitifensis,Castorius (Roman),-
1511,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7b,7b,7,154,40,Vicum,7 Vicum,,,,,95,,,,,,,3413,TRUE,311067, 1C5,Ad Ficum,Ad Ficvm,Ad Ficum,https://tp-online.ku.de/trefferanzeige_en.php?id=3413,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace95.html,https://pleiades.stoa.org/places/311067,0,0,0.044022029,-0.023167823,3.7,Mauretania Sitifensis,Castorius (Roman),-
1512,3,Africa,Mauretania Sitifensis,Mauretania Sitifensis,7b,7b,7,154,40,Mobziacum,7 Mobziacum,1294,Mopti municipium,Μopтı. Мunıcıpıum. xxvıı.,R. Talbert: Mopti Mvnicipivm 1C4 ,94,III7 Mobziacum,Mobziacum,"<a href=""sources.html?pars=3&amp;typ=rc#c7""",3,c7,7,3402,TRUE,305110, 1C4,Mopti Municipium,Mopti Mvnicipivm,Mopth(i?),https://tp-online.ku.de/trefferanzeige_en.php?id=3402,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace94.html,https://pleiades.stoa.org/places/305110,36.260331,5.570665,0.040655099,-0.023641645,3.7,Mauretania Sitifensis,Castorius (Roman),-
1513,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Saldas,8 Saldas,#N/A,,,,14,,,,,,,435,TRUE,305142, 1C4,Saldas Colonia,Saldas Colonia,Saldae,https://tp-online.ku.de/trefferanzeige_en.php?id=435,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace14.html,https://pleiades.stoa.org/places/305142,36.740851,5.057965,0.039573037,-0.022365453,3.8,,,
1514,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Quetas,8 Quetas,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1515,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Ruseius municipium,8 Ruseius municipium,1618,Rusazu municipium,Ruſaђu. Μunıcıpıum. xxv.,R. Talbert: Rvsazv Mvnicipivm 1C3 ,11,III8 Ruseius municipium,Ruseius municipium,"<a href=""sources.html?pars=3&amp;typ=rc#c8""",3,c8,8,108,TRUE,305138, 1C3,Rusazu Municipium,Rvsazv Mvnicipivm,Rusazus?,https://tp-online.ku.de/trefferanzeige_en.php?id=108,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace11.html,https://pleiades.stoa.org/places/305138,36.894041,4.420813,0.033940726,-0.022501704,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1516,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Iomnion,8 Iomnion,1073,Iominio municipio,Jomınıo. Μunıcıpıo. .xlıı.,R. Talbert: Iominio Mvnicipio 1C2 ,9,III8 Iomnion,Iomnion,"<a href=""sources.html?pars=3&amp;typ=rc#c8""",3,c8,8,3359,TRUE,295280, 1C2,Iominio Municipio,Iominio Mvnicipio,Iomnium,https://tp-online.ku.de/trefferanzeige_en.php?id=3359,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace9.html,https://pleiades.stoa.org/places/295280,36.89489256,4.123272201,0.021611853,-0.022269422,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1517,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Rusicuron,8 Rusicuron,1626,Rusuccuru colo(nia),Ruſuccurv. colo̅ӈ.,R. Talbert: Rvsvccvrv colon̄ 1C2 ,7,III8 Rusicuron,Rusicuron,"<a href=""sources.html?pars=3&amp;typ=rc#c8""",3,c8,8,3141,TRUE,295334, 1C2,Rusuccurv Colonia (Rusuccuru colonia),Rvsvccvrv colon̄,Rusuccuru,https://tp-online.ku.de/trefferanzeige_en.php?id=3141,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace7.html,https://pleiades.stoa.org/places/295334,36.9128545,3.9096445,0.016486594,-0.021929789,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1518,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Rusguniae,8 Rusguniae,,,,,,,,,,,,0,FALSE,295331,,,,Rusguniae,,,https://pleiades.stoa.org/places/295331,36.7990945,3.2378935,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1519,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Egosion,8 Egosion,,,,,,,,,,,,0,FALSE,295276,,,,Icosium,,,https://pleiades.stoa.org/places/295276,36.7689125,3.0532175,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1520,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Tipasa,8 Tipasa,,,,,,,,,,,,0,FALSE,295363,,,,Tipasa,,,https://pleiades.stoa.org/places/295363,36.59424639,2.441912426,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1521,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Caesarea,8 Caesarea,,,,,,,,,,,,0,FALSE,295279,,,,Iol Caesarea,,,https://pleiades.stoa.org/places/295279,36.607058,2.1918495,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1522,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Gunubus,8 Gunubus,,,,,,,,,,,,0,FALSE,295268,,,,Gunugu,,,https://pleiades.stoa.org/places/295268,36.570982,1.90305,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1523,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,155,40,Lar castellum,8 Lar castellum,,,,,,,,,,,,0,FALSE,295273,,,,Iar Castellum?,,,https://pleiades.stoa.org/places/295273,36.53072,1.568591,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1524,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,156,40,Cartenna,8 Cartenna,,,,,,,,,,,,0,FALSE,295240,,,,Cartenna,,,https://pleiades.stoa.org/places/295240,36.510044,1.310964,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1525,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,156,40,Arsenarium,8 Arsenarium,,,,,,,,,,,,0,FALSE,295219,,,,Arsennaria,,,https://pleiades.stoa.org/places/295219,36.334326,0.873111,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1526,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,156,40,Portum magnum,8 Portum magnum,,,,,,,,,,,,0,FALSE,285503,,,,Portus Magnus,,,https://pleiades.stoa.org/places/285503,35.807917,-0.266018,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1527,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,156,40,Portum divinum,8 Portum divinum,,,,,,,,,,,,0,FALSE,285502,,,,Portus Divinus,,,https://pleiades.stoa.org/places/285502,35.705063,-0.637317,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1528,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,156,40,Portus divinos Ant.,8 Portus divinos Ant.,,,,,,,,,,,,0,FALSE,285504,,,,Portus Sigensis,,,https://pleiades.stoa.org/places/285504,35.29689,-1.46751,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1529,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8a,8a,8,156,40,Albulas,8 Albulas,,,,,,,,,,,,0,FALSE,285412,,,,Albulae/Praesidium Sufative,,,https://pleiades.stoa.org/places/285412,35.301602,-1.144788,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1530,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8b,8b,8,156,41,Signa municipium,8 Signa municipium,,,,,,,,,,,,0,FALSE,285521,,,,Siga,,,https://pleiades.stoa.org/places/285521,35.2529245,-1.4517325,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1531,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8b,8b,8,156,41,Rubras,8 Rubras,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1532,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8b,8b,8,156,41,Sita colonia,8 Sita colonia,,,,,,,,,,,,0,FALSE,289952,,,,Sita Col.,,,https://pleiades.stoa.org/places/289952,0,0,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1533,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8c,8c,8,156,41,Tubusubtos,8 Tubusubtos,,,,,,,,,,,,0,FALSE,305171,,,,Tubusuctu,,,https://pleiades.stoa.org/places/305171,36.667565,4.8462225,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1534,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8c,8c,8,156,41,Bidda municipium,8 Bidda municipium,1803,Syda municipium,Syꝺa. Μunıcıpıum. .xl.,R. Talbert: Syda Mvnicipivm 1C3 ,18,III8 Bidda municipium,Bidda municipium,"<a href=""sources.html?pars=3&amp;typ=rc#c8""",3,c8,8,872,TRUE,295228, 1C3,Syda Municipium,Syda Mvnicipivm,Bida,https://tp-online.ku.de/trefferanzeige_en.php?id=872,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace18.html,https://pleiades.stoa.org/places/295228,36.6821605,4.285625,0.02818559,-0.023651593,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1535,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8c,8c,8,156,41,Tigisim,8 Tigisim,1919,Tigisi,Tıɢısı. xxxıı.,R. Talbert: * 1C2 ,16,III8 Tigisim,Tigisim,"<a href=""sources.html?pars=3&amp;typ=rc#c8""",3,c8,8,654,TRUE,295359, 1C2,Tigisi,Tigisi,Tigisi,https://tp-online.ku.de/trefferanzeige_en.php?id=654,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace16.html,https://pleiades.stoa.org/places/295359,36.793307,3.947273,0.021151554,-0.023869525,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1536,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8c,8c,8,157,41,Repetiniana,8 Repetiniana,,,,,,,,,,,,0,FALSE,295355,,,,Thénia,,,https://pleiades.stoa.org/places/295355,36.724521,3.55632,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1537,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8c,8c,8,157,41,Castellum Helepantaria,8 Castellum Helepantaria,,,,,,,,,,,,0,FALSE,295244,,,,Castellum Elephantaria?,,,https://pleiades.stoa.org/places/295244,36.4674416,2.6879953,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1538,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8c,8c,8,157,41,Aquis calidis,8 Aquis calidis,,,,,,,,,,,,0,FALSE,295216,,,,Aquae Calidae,,,https://pleiades.stoa.org/places/295216,36.379474,2.395618,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1539,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8d,8d,8,157,41,Galaxian,8 Galaxian,904,Galaxia,Galaxıa [ ] ,R. Talbert: * 1C1 ,81,III8 Galaxian,Galaxian,"<a href=""sources.html?pars=3&amp;typ=rc#c8""",3,c8,8,3262,TRUE,7091375, 1C1,Galaxia,Galaxia,Galaxia,https://tp-online.ku.de/trefferanzeige_en.php?id=3262,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace81.html,https://pleiades.stoa.org/places/7091375,36.05478018,4.1973427,0.005774777,-0.022486845,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1540,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8d,8d,8,157,41,Auzimasta,8 Auzimasta,,,,,,,,,,,,0,FALSE,295221,,,,Auzia,,,https://pleiades.stoa.org/places/295221,36.1444475,3.691275,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1541,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8d,8d,8,157,41,Lamarasium,8 Lamarasium,,,,,,,,,,,,0,FALSE,295329,,,,Rapidum,,,https://pleiades.stoa.org/places/295329,36.1368445,3.4229785,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1542,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8d,8d,8,157,41,Sufasa,8 Sufasa,,,,,,,,,,,,0,FALSE,295346,,,,Sufasar,,,https://pleiades.stoa.org/places/295346,36.19245,2.51327,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1543,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8d,8d,8,157,41,Tababac,8 Tababac,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1544,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8d,8d,8,157,41,Bambinide,8 Bambinide,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
1545,3,Africa,Mauritania Caesariensis,Mauritania Caesariensis,8d,8d,8,157,41,Lecmelli,8 Lecmelli,1141,Lemelli presidium,Lemellı. preſıꝺıum. vı,R. Talbert: Lemelli presidivm 1C1 ,92,III8 Lecmelli,Lecmelli,"<a href=""sources.html?pars=3&amp;typ=rc#c8""",3,c8,8,3380,TRUE,334576, 1C1,Lemelli presidium (praesidium),Lemelli presidivm,Lemellef,https://tp-online.ku.de/trefferanzeige_en.php?id=3380,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace92.html,https://pleiades.stoa.org/places/334576,35.8918625,4.899787,0.011705962,-0.023773464,3.8,Mauritania Caesariensis,Castorius (Roman) & Lollianus (Roman),0
