stage,pleiades_id,pleiades_toponym,TP_gridsquare,Talbert_id,ku_id,ku_name_lookup,talbert_name_lookup,TP_symbol,TP_notes,TP_coastal,RC_peri_count,pp_page,schnetz_page,RC_peri_ref,RC_peri,RC itin,gg_ref,GG_peri,GG_itin,representative_latitude,representative_longitude,ku_x,ku_y
2,423121,Vicus Augustanus Laurentium?,5B1,1427,465,Lavrento (Laurento),Lavrento,,,Lavrento,54,334,85,,Laurentum,Laurentum,,Laurentum Lausentum,Laurentum,41.67934112,12.39322552,0.222172958,-0.021155806
2,422995,Ostia,4B5,1428,466,Hostis,Hostis,yes,,Hostis,55,334,85,,"Hostia Tiberiana, Roma",Ostia Tiberiana,,Ostia Fiberina. ab hac distat urbs Roma ad solum Fiberinum miliaria XII.,Ostia Tiberina. ab hac distat urbs Roma ad solum firmum miliaria XII,41.75357673,12.28935897,0.220138428,-0.021071006
2,423012,Portus,4B5,1260,284,"(symbol, no name, no. 34) [Portum Augusti] (Miller)","(symbol, no name, no. 34)",yes (special symbol),,[Port Symbol],56,334,85,,Portum Augusti,Portum Augusti,,Portum Augusti,Portum Augusti,41.77704695,12.25632233,0.21710854,-0.021753774
2,422831,Alsium,4B4,1259,282,Alsium,Alsivm,,,Alsivm,57,334,85,,Astium,Astium,,Astium,Astium,41.9340466,12.101258,0.208604151,-0.020610582
2,433061,Pyrgi,4B4,1258,281,Pyrgos,Pyrgos,,,Pyrgos,58,334,85,,Purgos,Purgos,,Purgus,Purgus,42.0153455,11.963217,0.202520648,-0.020869874
2,433010,Panapio/Punicum,4B3,1257,280,Punicum,Pvnicvm,,,Pvnicvm,59,334,85,,Punicum,Punicum,,Punicum,Punicum,42.0354641,11.867938,0.198635834,-0.021163007
2,432772,Castrum Novum,4B3,1256,279,Castro Nouo (Castro Novo),Castro novo,yes,,Castro Novo,60,335,85,,Castro novo,Castro novo,,Castrum novum,Castrum novum,42.03528491,11.83345154,0.192986953,-0.020805626
2,413076,Centum Cellae,4B2,1255,278,Centum cellis,Centv̄ cellis,yes (horrea),,Centv̄ Cellis,61,335,85,,Centum cellis,Centum cellis,,Centum cellis,Centum cellis,42.091179,11.79681,0.18572526,-0.020561804
2,413202,Minio (river),4B2,1254,277,Mindo Flumen,Mindo Fl.,yes (courtyard),,Mindv̄ fl.,62,335,85,,Minium,Minium,,Manium,Mimum,42.17163,11.75006,0.182170798,-0.020685613
2,413157,Graviscae,4B2,1253,276,Gravisca,Gravisca,,,Gravisca,63,335,85,,Tuvellaria,Tuvelari,,Tuellaria,Tabellaria,42.21283325,11.71043172,0.179924935,-0.020818782
2,416866,Tabellaria,4B1,1251,274,Tabellaria,Tabellaria,,,Tabellaria,64,335,85,,Gravisca,Gravisca,,Gravisca,Gravisca,42.3638297,11.83270935,0.173050186,-0.020934916
2,413193,Marta (river),4B1,1250,,,,,,Marta fl.,65,335,85,,Martha,Martha,,Martha,Martha,42.24921,11.71182,,
2,413143,Forum Aurelii,3B5,1249,271,Foro Aureli,Foro Avreli,,,Foro Avreli,66,335,85,,Forum Aurelii,Forum Aurelii,,Forum Aurelii,Forum Aurelii,42.351426,11.607969,0.167437602,-0.020362766
2,413029,Armenta (river),3B5,1248,270,Armenita Fluvius,Armenita Fl.,,,Armenita Fl.,67,335,85,,Armenta,Armenta,,Armenta,Armenta,42.35625,",11.59603",0.162380918,-0.019865113
2,416769,Ad Nonas,3B4,1247,269,Adnonas,Adnonas,,,Adnonas,68,335,85,,Ad novas,Ad novas,,Nova,Ad novas,42.407284,11.288555,0.155139216,-0.019504337
2,413044,*Aurinia/Saturnia,3B5,1231,253,Saturnia,Satvrnia,,Saturnia is inland on TP,,69,335,85,,Saturnie,,,Saturnia,,42.666255,11.504827,0.161141273,-0.018719921
2,413325,Succosa,3B4,1121,132,Succosa,Svccosa,,,Svccosa,70,335,85,,Succosa,Succosa,,Subcosa,Subcosa,42.407284,11.288555,0.151423045,-0.018570216
2,413107,Cosa,3B4,1120,131,Cosa,Cosa,yes,,Cosa,71,335,85,,Cosa,Cosa,,Cosa,Cosa,42.4114104,11.28837704,0.145915013,-0.019265274
2,403260,Portus Herculis,3B4,1122,133,Portus Herculis,Port̄ Hercvl(is),,TP on spur,Port̄ Hercvl(is),72,335,85,,Portum,Ad portum Cossam,,Portum,Ad portum Cose,42.394886,11.203981,0.148683671,-0.019546455
2,413006,Albinia (river),3B3,1119,129,Albinia Flumen,Albinia Fl.,,,Albinia fl.,73,335,85,,Albinia,Albilia,,Albinia,Albinia,42.63807984,11.23001,0.143891656,-0.019395034
2,403280,Telamon,3B3,1118,128,Telamone,Telamone,,,Telamone,74,335,85,,Telamone,Telamone,,Telamona,Telamona,42.555325,11.133273,0.141080277,-0.019722674
2,409224,Hasta,3B3,1117,127,Hasta,Hasta,,,Hasta,75,335,85,,Asta,Asta,,Asta,Asta,42.669208,11.1057807,0.138634456,-0.020024131
2,403285,Umbro (river),3B3,1116,126,Vmbro flumen (Umbro Flumen),vmbro Fl.,,,vmbro fl.,76,335,85,,Umbrone,Umbrone,,Umbrona,Umbrona,42.70396,11.07711,0.135833055,-0.020094687
2,403269,Salebro?,3B3,1115,125,Saleborna,Saleborna,,,Saleborna,77,336,85,,Salembro,Salembro,,,Salembrum,42.765854,10.882348,0.132034256,-0.0198868
2,409231,Manliana,3B2,1108,118,Maniliana,Maniliana,,,Maniliana,78,336,86,,Malliana,Malliana,,Malliana,Malliana,0,0,0.128351643,-0.020098322
2,403212,Fufluna/Populonium,3B2,1107,117,Populonio,Popvlonio,,,Popvlonio,79,336,86,,Populoni,Populeon,,Populonia,Populonia,42.9884197,10.48993922,0.125548328,-0.019942725
2,403288,Vada Volaterrana,3B2,1105,115,Vadis Volateris,Vadis Volateris,yes,,Vadis Volateris,80,336,86,,Vadis Volatianis,Badis Volatianis,,Vadis Volatianis,Vadis Voliternis,43.3584548,10.4477353,0.123334624,-0.019398048
2,409229,Kelsilon,,,0,,,,,,81,336,86,,Celsilon,Celsilon,,Celsinum,Celsinum,0,0,,
2,403292,Velathri/Volaterrae,3B2,1104,114,Velinis,Velinis,yes,,Velinis,82,336,86,,Bullia,Bullia,,Ballia,Bellia,43.401604,10.8600625,0.121229838,-0.019516971
2,,,,,0,,,,,,83,336,86,,Erculis,Erculis,,Herculis,Herculis,0,0,,
2,403172,Ad Fines,3B1,1103,113,Ad Fines,Adfines,,,adfines,84,336,86,,Fines,Fines,,Fines,Fines,43.38451,10.47824,0.119028828,-0.019367469
2,409234,Piscinae,3B1,1102,112,Piscinas,Piscinas,,,Piscinas,85,336,86,,Possinis,Possinis,,Pisines,Piscinis,0,0,0.1177848,-0.018938298
2,409240,Turrita,3B1,1101,111,Turrita,Tvirtta,,,Tvrrita,86,336,86,,Turrida,Turrida,,Turrita,Turrida,43.55839377,10.47670192,0.116567184,-0.018689493
2,403253,Pisae,3B1,1089,96,Pisis,Pisis,yes,,Pisis,87,336,86,,Pisis,Pisa,,"Pisis, quae civitas praedicta in Tuscia a Pelopide Tantali filio constructa et aedificata est, apud eam exulans.","Pisa, quae civitas praedicta in Tuscia a Pelopide Tantali filio constructa et aedificata est, apud eam exulans.",43.719417,10.400106,0.115477134,-0.018507155
2,403208,Fossae Papirianae,3B1,1088,95,Fossis papirianis,Fossis papirianis,,,Fossis Papirianis,88,336,86,,Fossis Papirianis,Fossis Paparianis,,Fossici Papirianis,Fossis Papirianis,43.874536,10.256911,0.113920516,-0.018774369
2,403279,Taberna Frigida,3B1,1087,94,Ad Taberna Frigida,Adtaberna Frigida,yes (odd symbol?),,Adtaberna Frigida,89,336,86,,Taverna frigida,Tuverna frigida,,Taberna strigida,Taberna frigida,44.02116153,10.11685972,0.112641695,-0.018358266
2,403235,Luna,3B1,1078,85,Lvnae (Lunae),Lvne,yes,,Lvne,90,336,86,,Lune,Lune,,Lune,Lune,44.064253,10.016856,0.110082039,-0.018658888
2,403265,Pullion,,,0,,,,,,91,336,86,,Pullion,Pullion,,Pulium,Pulium,44.0844215,9.9088758,,
2,387317,Bibola,,,0,,,,,,92,336,86,,Bibola,Bibola,,Vigola,Bibonia,0,0,,
2,383761,Rubra,,,0,,,,,,93,337,86,,Rubra,Rubra,,Rubra,Rubra,44.234849,9.960918,,
2,,,,,0,,,,,,94,337,86,,Cornelia,Comelium,,Cornelia,Cornelium,0,0,,
2,,,,,0,,,,,,95,337,86,,Cebula,,,Cebula,,,,,
2,383595,Bodetia,,,0,,,,,,96,337,86,,Bulnetia,Bulnetia,,Munecia,Vulnecia,44.242543,9.656845,,
2,,,3B1,1077,84,Boron,Boron,,,Boron,97,337,86,,Boron,Boron,,Boron,Biron,0,0,0.108881784,-0.018144589
2,,,,,0,,,,,,98,337,86,,Bexum,Bexum,,Rexum,Bexum,0,0,,
2,,,,,0,,,,,,99,337,86,,Turres,Turres,,Turres,Turres,0,0,,
2,,,,,0,,,,,,100,337,86,,Stacile,Stacile,,Statine,Cilicie,0,0,,
2,383675,In Alpe Pennino,2B5,1076,83,In Alpe Pennino,In Alpe pennino,,,In alpe pennino,101,337,86,,Apennina,Apennina,,Appennina,Apennina,44.2494805,9.5697383,0.106505994,-0.017393432
2,383550,Ad Monilia,2B5,1075,82,Ad monilia,Ad monilia,,,Ad monilia,102,337,86,,Ad Munialia,Ad Muniala,,Ammonilia,Ammonilia,44.238283,9.491255,0.10567067,-0.018204588
2,383555,Ad Solaria,2B5,1074,81,Ad Solaria,Adsolaria,,,adsolaria,103,337,86,,Ad Solaria,Ad Solaria,,Ad Solaria,Ad Solaria,44.317059,9.320172,0.104545218,-0.018281796
2,383758,Ricina,2B5,1073,80,Ricina,Ricina,,,Ricina,104,337,86,,Ricina,Ricina,,Recima,Ricina,44.361906,9.143844,0.103384512,-0.018134962
2,383664,Genua,2B5,866,3322,Genva (Genua),Genva,yes,,Genva,105,337,86,,Genua,Genua,,Genua,Genua,44.4062315,8.93155,0.101656124,-0.018536237
2,383544,Ad Figlinas,2B5,864,3321,Ad Figlinas,Adfiglinas,,,adfiglinas,106,337,86,,Ficclinis,Falinis,,Ficlinis,Ficlinis,44.437188,8.8872,0.099586447,-0.018890435
2,383670,Hasta,2B5,863,3320,Hasta,Hasta,,,Hasta,107,337,86,,Asta,,,Asta,,44.430661,8.747845,0.098026449,-0.018717537
2,383551,Ad Navalia,2B4,862,3319,Ad naualia (navalia),Ad navalia,,,Ad Navalia,108,337,86,,Nabalia,Nabalia,,Navalia,Navalia,44.390314,8.643922,0.095844854,-0.018665218
2,383563,Alba Docilia,2B4,861,3318,Alba Docilia,Alba Docilia,,,Alba Docilia,109,337,86,,Alba Decilia,Aba Decelia,,Alba Vicilia,Alba Delicia,44.33383091,8.51176015,0.093919766,-0.018728697
2,383770,Savo/Vicus Virginis?,2B4,860,3317,Vico Virginis,Vico Virginis,,,Vico Virginis,110,338,86,,Vico virginis,Vico virginis,,Vicus virginis,Vico virginis,44.311085,8.477232,0.092484911,-0.018872855
2,383808,Vada Sabatia,2B4,853,3309,Vadis Sabates,Vadis Sabates,yes,,Vadis Sabates,111,338,86,,Batis Sabatis,Batis Sabatis,,Vatis Sabbatis,Vatis Sabbatis,44.269359,8.435757,0.090115489,-0.018793103
2,157803,Album Ingaunum/Albingaunum,2B4,852,3308,Albingavno (Albingauno),Albi[ - ? - ]avno,,,Albi[ - ? - ]avno,112,338,86,,Albinganis,Albinganis,,Albingani,Albinganum,44.0484,8.21493,0.087335442,-0.018820281
2,157879,Lucus Bormani,2B3,851,3307,Luco Boramni (Bormani),Lvco Boramni,,,Lvco Boramni,113,338,86,,Luco Vermanis,Luco Vermanis,,Loco Germinis,Loco Vermanis,43.911292,8.08057,0.086181109,-0.018733718
2,157837,Costa Bellene/Ballene (Capo Don?),2B3,850,3306,Costa Bellene,Costa Bellene,,,Costa Bellene,114,338,86,,Costa Ballenis,Costa Ballenis,,Costa Balenis,Casta Ballenis,43.8347443,7.86531955,0.084990596,-0.018835723
2,157802,Alb(i)um Intimilium/Albintimilium,2B3,849,3305,Albentimillo,Albe[- ? - ]+imillo,,,Albe[- ? - ]+imillo,115,338,86,,Avinctimilio,Avinctimilio,,Vigentimilium,Avintimilium,43.789146,7.625772,0.082937833,-0.019098228
2,157940,Tropaeum Augusti/Alpium Tropaeum/Alpis Summa/Alpis Maritima,2B3,848,3304,In Alpe Maritima,In Alpe Maritima,,,In Alpe Maritima,116,338,86,,Alpe maritana.,"Alpe maritima, ubi iuxta litus maris Gallici completur Italia.",,Alpis maritima.,"Alpe maritima, ubi iuxta litus maris Gallici completur Italia.",43.74479439,7.401755981,0.081650651,-0.018266748
3,,,,,0,,,,,,1,339,86,,Pomune,Pomune,,Pomona,,,,,
3,162350,Scarpiana,,,0,,,,,,2,339,86,,Scapiana,Scarpiana,,Scapiana,,0,0,,
3,157894,Nicaea,,,0,,,,,,3,339,86,,Nicea,Nicea,,Nicea,,43.703436,7.266233,,
3,,,,,0,,,,,,4,339,86,,Micalo colonia Diceorum,Melaconditia,,Nicalon colonia,,0,0,,
3,157812,Antipolis,2B2,845,3301,Antipoli,Antipoli,yes,,Antipoli,5,339,86,,Antipolis,Anthopolis,,,,43.580587,7.120902,0.074838366,-0.019733566
3,157798,Ad Horrea,2B2,844,3300,Ad Horrea,Ad Horrea,,,Ad Horrea,6,339,86,,Orea,Orea,,,,43.549999,6.956062,0.072017534,-0.019513407
3,157836,Col. Forum Iulii,2B2,837,3292,Foro ivlii (Foro iulii),Foro ivlii,yes,,Foro Ivlii,7,339,86,,Foro Iulii,Foro Divi Iulii,,,,43.4328295,6.7360345,0.069581319,-0.01975771
3,157884,Matavo,2B1,843,3299,Matauone,Matavone,,,Matavone,8,340,86,,Patavi,Pataum,,,,43.410096,6.224208,0.063648313,-0.01988651
3,157799,Ad Turrem,2B1,842,3298,Ad turrem,Ad tvrrem,,,Ad tvrrem,9,340,86,,Carnarium,Carcarium,,,,43.407853,5.923999,0.061697708,-0.019667283
3,148214,Tegulata,2B1,841,3297,Tegulata,Tegvlata,,,Tegvlata,10,340,86,,Tegulicia,Tegulicia,,Tegulicia,,43.482079,5.699723,0.059096173,-0.019813343
3,148053,Col. Aquae Sextiae,2B1,833,3288,[ - ? - ]estis (Aquis Sestis Miller),[ - ? - ]estis,yes (spa),,[ - ? - ]estis,11,340,86,,Aquis Sextis,Aquis Sextis,,Aquis Sextis,,43.526232,5.44541,0.057483836,-0.019328368
3,148127,Massalia/Massilia,1B5,840,3296,Masi[...]ia Grecorum (Masilia Grecorum Miller) (Massilia Graecorum),Masilia Grecorvm,yes,,Masilia grecorvm,12,340,86,,Massilia,Marsilia,,Masculla,,43.296854,5.382499,0.054622922,-0.019544535
3,148028,Calcaria Solarium,,,0,,,,,,13,340,86,,Solarianum,Solarium,,Solarium,,43.460297,5.248532,,
3,148028,Calcaria Solarium,1B5,839,3294,Calcaria,Calcaria,,,Calcaria,14,340,86,,Calcaria,Calcaria,,Calcaria,,43.460297,5.248532,0.053044302,-0.019279205
3,151758,Ad Vicesimum,,,0,,,,,,15,340,87,,Vicensimum,Ad vicesimum,,Vicesimum,,0,0,,
3,148125,Maritima,,,0,,,,,,16,340,87,,Colonia maritima,Colonia maritima,,Coloniam maritimam,,43.407522,5.054721,,
3,148084,Fossae Marianae,1B5,838,3293,Fossis Marianis,Fossis Marianis,yes,,Fossis Marianis,17,340,87,,Fossis Marianis,Fossis Marianis,,Fossis Marianis,,43.437712,4.944532,0.050630779,-0.019264952
3,148142,Nemausus,1B4,782,3232,Nemuso,Nemvso,yes,,Nemvso,18,340,87,,Nemausus,Nemaus,,Nemaus,,43.84314979,4.354175571,0.043047579,-0.01871655
3,148123,Magalona,,,0,,,,,,19,340,87,,Megalona,Megalona,,Mediolana,,43.514715,3.882631,,
3,147985,Agatha,,,0,,,,,,20,340,87,,Agate,Agate,,Agate,,43.305832,3.473132,,
3,,#N/A,,,0,,,,,,21,340,87,,Calum,"Calum, ",,Calum,,0,0,,
3,148107,Lattara,,,0,,,,,,22,340,87,,Latara,Latara,,Latera,,43.566894,3.9052705,,
3,148202,Sextantio,1B4,780,3230,Sextatione / Serratione,Sex[ - ? - ]ione,,,Sex[ - ? - ]ione,23,340,87,,Sextantione,Sestantione,,Sextantiona,,43.64232,3.896373,0.040108453,-0.01893114
3,,#N/A,,,0,,,,,,24,340,87,,Aquae Converantia,Agae Convenarum,,Aque Converantia,,0,0,,
3,,#N/A,,,0,,,,,,25,341,87,,Burret,Burrea,,Burret,,0,0,,
3,,#N/A,,,0,,,,,,26,341,87,,Buget,Abate,,Bugeth,,0,0,,
3,148175,Roujan,,,0,,,,,,27,341,87,,Rusino,Rusino,,Rusinum,,43.503911,3.312483,,
3,148056,Col. Baeterrae,1B3,778,3227,Beteris,Beteris,,,Beteris,28,341,87,,Beterris,Beteroris,,Uterris,,43.3416765,3.217941,0.032947051,-0.019648513
3,246347,Col. Narbo Martius,1B3,766,3214,Narbone,Narbone,yes,,Narbone,29,341,87,,Narbone,Narbona,,Narbona,,43.1836165,3.004203,0.030913315,-0.019479283
3,246351,Combusta,,,0,,,,,,30,341,87,,Combusta,,,Cobusta,,42.766412,2.875397,,
3,246348,Col. Ruscino,1B3,777,3226,Ruscione,Rvscione,,,Rvscione,31,341,87,,Ruscinone,,,Perurinova,,42.70858092,2.94516014,0.028406892,-0.019638633
3,,#N/A,,,0,,,,,,32,341,87,,Aquae calidae,Agae calidae,,Aque calide,,0,0,,
3,246139,Ad Pyrenaeum/Summus Pyrenaeus,1B2,774,3223,Insummo / In summo Pyreneo,Insvmmo pyreneo,,,Insvmmo pyreneo,33,341,87,,Pyreneum,,,,,42.4646429,2.8629997,0.019860534,-0.018822734
3,246363,Deciana,1B2,773,3222,Declana,Declana,Iberia begins,,Declana,34,341,87,,Deciana,Diciana,,,,42.414861,2.87374,0.015035182,-0.018525995
3,246449,Iuncaria,1B1,772,3221,Iuncaria,Ivncaria,,,Ivncaria,35,341,87,,Iuncaria,Iuncaria,,Iuncaria,,42.2748,2.96815,0.011504307,-0.01829497
3,246335,Cinniana,1B1,771,3220,Cenuiana / Cemuana,Cenviana,,,Cenviana,36,341,87,,Cinniana,Cinniana,,Viniana,,42.066067,2.910473,0.007354457,-0.018468377
3,246406,Gerunda,1B1,770,3219,Ce[..]nda (Cerunda Miller),Ce++nda,,,Ce++nda,37,341,87,,Gerunda,Gerunda,,Gerundia,,41.987346,2.826608,0.00573682,-0.018318941
3,246174,Aquae Voconiae,1B1,769,3217,Voconi,Voconi,,,Voconi,38,341,87,,Aquis Bocconis,Aquis Vuconis,,Aquis Buconis,,41.846176,2.752102,0.003905354,-0.018241014
3,246343,Col. Barcino,,,0,,,,,[MISSING],39,341,87,,Colonia Burcino,Barcelona,,Colonia Burginum,,41.387911,2.169911,,
3,246652,Seterrae,,,0,,,,,[MISSING],40,341,87,,Seterram,Steras,,Seterra,,41.746451,2.635453,,
3,246576,Praetorium?,,,0,,,,,[MISSING],41,341,87,,Praetorium,Praetorium,,Praetorium,,41.5873365,2.3260575,,
3,246192,Arrago(na),,,0,,,,,[MISSING],42,342,87,,Aragona,Arragona,,Arragona,,41.555754,2.1152115,,
3,246135,(Ad) Fines,,,0,,,,,[MISSING],43,342,87,,Fines,Fines,,Fines,,41.473589,1.9276554,,
3,246166,Antistiana,,,0,,,,,[MISSING],44,342,87,,Antistiana,Antistiana,,Ancistiana,,41.310602,1.647899,,
3,246551,Palfuriana,,,0,,,,,[MISSING],45,342,87,,Palturiana,Palturia,,Palturiana,,41.203989,1.514919,,
3,246349,Col. Tarraco,,,0,,,,,[MISSING],46,342,87,,Tarraconem,Tarsagona,,Terragona,,41.116892,1.2583375,,
3,246665,Sub Saltu,,,0,,,,,[MISSING],47,342,87,,Saltum,Saguntum,,Saltum,,40.917425,0.813909,,
3,,#N/A,,,0,,,,,[MISSING],48,342,87,,Pinon,Pinos,,Pinum,,0,0,,
3,246705,Tria Capita,,,0,,,,,[MISSING],49,342,87,,Trea capita,Orea Capita,,Tria capita,,40.804813,0.700237,,
3,246369,Dertosa/Hibera Iulia Ilercavonia,,,0,,,,,[MISSING],50,342,87,,Dertosa,Dertusa,,Dertosa,,40.811004,0.520955,,
3,,#N/A,,,0,,,,,[MISSING],51,342,87,,Lubricatum,Rubricatum,,Laubricatum,,0,0,,
3,265920,Ildum,,,0,,,,,[MISSING],52,342,87,,Ildum,Hildum,,Ildum,,40.231686,0.073556,,
3,246439,Indibilis,,,0,,,,,[MISSING],53,342,87,,Intibili,,,Intibili,,40.418701,0.423109,,
3,266020,Sagunto,,,0,,,,,[MISSING],54,342,87,,Saguntum,Saguntum,,Saguntum,,39.680194,-0.278581,,
3,266090,Valentia,,,0,,,,,[MISSING],55,342,87,,Valentia,Valentia,,Valentia,,39.470371,-0.376813,,
3,266006,Portus Sucronis,,,0,,,,,[MISSING],56,342,87,,Portum Sucrone,Portum Sucrune,,Sucrone,,39.165103,-0.255923,,
3,265880,Dianium/Hemeroskopeion,,,0,,,,,[MISSING],57,342,87,,Dio,,,Dinium,,38.842795,0.107511,,
3,,#N/A,,,0,,,,,[MISSING],58,342,87,,Alternum,Asterum,,Alterum,,0,0,,
3,266018,Saetabis,,,0,,,,,[MISSING],59,343,87,,Setabi,Setavum,,Setabi,,38.9884608,-0.5178068,,
3,265783,Ad Turres?/Turres Saetab(...)?,,,0,,,,,[MISSING],61,343,87,,Turres,Turres,,Turres,,38.781093,-0.92493,,
3,265770,Ad Ello?,,,0,,,,,[MISSING],62,343,87,,Edelle,Eloe,,Edelle,,38.478014,-0.790495,,
3,,#N/A,,,0,,,,,[MISSING],63,343,87,,Celeri,Celeret,,Celeris,,0,0,,
3,265954,Lucentum,,,0,,,,,[MISSING],64,343,87,,Lucentes,Laucentes,,,,38.36461817,-0.4388035,,
3,265772,Ad Leones,,,0,,,,,[MISSING],65,343,87,,Ad leones,Leones,,Ad lennes,,38.277578,-0.533052,,
3,265922,Ilici/Helike,,,0,,,,,[MISSING],66,343,87,,Ilice,Hilice,,Ilice,,38.2396,-0.6953,,
3,265849,Carthago Nova/Col. Urbs Iulia,,,0,,,,,[MISSING],67,343,87,,Cartago Spartaria,Cartago Partaria,,Cartago Partaria,,37.602787,-0.9879535,,
3,265820,Baria,,,0,,,,,[MISSING],68,343,87,,Baria,Barria,,Varia,,37.245407,-1.774899,,
3,265762,Abdera,,,0,,,,,[MISSING],69,343,87,,Aderia,Abdera,,Abdera,,36.748068,-3.022514,,
3,266038,Sexi/Saxetanum,,,0,,,,,[MISSING],70,343,87,,Caesarea.,Caesarea,,Cesarea Augustana.,,,,,
4,265959,Maenuba/Menova,,,0,,,,,[MISSING],1,343,87,,Lenuba,Lenubar,,Lenuba,,36.77864,-4.100678,,
4,265963,Malaca,,,0,,,,,[MISSING],2,343,87,,Macala,Malaca,,Macala,,36.719658,-4.420163,,
4,266055,Suel,,,0,,,,,[MISSING],3,344,87,,Suel,Suel,,Suel,,36.525435,-4.628919,,
4,260628,Sabesola,,,0,,,,,[MISSING],4,344,87,,Bardesola,Sabesola,,Sabessola vel Bardesola,,0,0,,
4,256416,Salduba/Saltum,,,0,,,,,[MISSING],5,344,87,,Saldo,Saltum,,Saltum,,36.463413,-5.061,,
4,256017,Barbesula/Barbariana?,,,0,,,,,[MISSING],6,344,87,,Bamaliana,Bamaliana,,Bamaliana,,36.296985,-5.272343,,
4,256063,Carteia/Calpe/Karpessos,,,0,,,,,[MISSING],7,344,87,,Cartetia,Gartegia,,Gartecia,,36.18519148,-5.4093908,,
4,256235,Iulia Traducta/Iulia Ioza/Tingentera,,,0,,,,,[MISSING],8,344,87,,Traducta,Transducta,,Transducta,,36.129768,-5.447744,,
4,256103,Cetaria,,,0,,,,,[MISSING],9,344,87,,Cetraria,Cetraria,,Cetraria,,36.07249,-5.433107,,
4,256293,Mellaria,,,0,,,,,[MISSING],10,344,87,,Melaria,Melaria,,Melaria,,36.066459,-5.683253,,
4,256005,B(a)elo,,,0,,,,,[MISSING],11,344,87,,Belone,Belone.,,Belona.,,36.08982419,-5.7744758,,
4,256198,Herakleios Porthmos/Gaditanum Fretum,,,0,,,,,[MISSING],,344,87,,Hic invenitur fretum quod multotiens nominavimus. quod dicitur Septemgaditanum. quod dividit inter Spaniam et maritimam Mauritaniam. quod fretum exiens de mari magno Gallico Valeriaco vergitur in Oceanum occidentalem Britannicum. quod multotiens dictum fretum transiens homo circa litora maris magni in Maurorum terra mox invenitur civitas quae dicitur,,,"84. Hinc invenitur fretus qui dicitur Septem. qui de mari Gallico Valeriaco mergit in Occeanum occidentalem Britannicum, quique Gaditanus vocatur. quem transfretans homo in litore maris magni provinciae Maurorum, Africae finis vel principium, inveniet civitates",,35.971667,-5.485833,,
4,,#N/A,,,0,,,,,[MISSING],12,345,88,,Bovalica,Boballica,,Bovalicam,,0,0,,
4,275696,Sala,,,0,,,,,[MISSING],13,345,88,,Sala,Sala,,Salam,,34.006821,-6.821498,,
4,275734,Thamusida,,,0,,,,,[MISSING],14,345,88,,Tamusida,Tamsida,,Tamanusidam,,34.33495639,-6.4903469,,
4,275599,Banasa,,,0,,,,,[MISSING],15,345,88,,Banasa,Banasa,,Banasam,,34.60189473,-6.1152938,,
4,275629,Frigidae,,,0,,,,,[MISSING],16,345,88,,Frigidis,Frigidis,,Frigidis,,34.96001,-6.150002,,
4,275666,Lixus,,,0,,,,,[MISSING],17,345,88,,Lix colonia,Lix colonia,,Lix coloniam,,35.2002398,-6.1099515,,
4,275729,Tabernae,,,0,,,,,[MISSING],18,345,88,,Tabernis,Tabernis,,Tabernas,,35.333689,-5.981627,,
4,275744,Zilil/Zilis,,,0,,,,,[MISSING],19,345,88,,Zichi,Zili,,Zichim,,35.5222879,-5.9155733,,
4,275736,Tingi,,,0,,,,,[MISSING],20,345,88,,Tingi colonia,Tingi colonia,,Tingin colonia,,35.787546,-5.8102335,,
4,289945,Parietina,,,0,,,,,[MISSING],21,345,88,,Parietina,Pareatina,,Paretina,,0,0,,
4,285504,Portus Sigensis,,,0,,,,,[MISSING],22,345,88,,Portum Sigense,Portu Sigense,,Portum Sigensem,,35.29689,-1.46751,,
4,289927,Calama/Galama,,,0,,,,,[MISSING],23,345,88,,Galama,,,Calama,,0,0,,
4,289954,Valonice,,,0,,,,,[MISSING],24,345,88,,Valonice,,,Valonice,,0,0,,
4,285503,Portus Magnus,,,0,,,,,[MISSING],25,345,88,,Portum magnum,Portum magnum,,Portum magnum,,35.807917,-0.266018,,
4,295219,Arsennaria,,,0,,,,,[MISSING],26,345,88,,Cersenaria,Arsenarium,,Cersenaria.,,36.334326,0.873111,,
4,295240,Cartenna,,,0,,,,,[MISSING],27,345,88,,Cartenna,Cartenna,,,,36.510044,1.310964,,
4,295273,Iar Castellum?,,,0,,,,,[MISSING],28,346,88,,Lar castellum,Lar castellum,,Lar castellum,,36.53072,1.568591,,
4,295268,Gunugu,,,0,,,,,[MISSING],29,346,88,,Gunagus,Gunubus,,Cunagus,,36.570982,1.90305,,
4,295279,Iol Caesarea,,,0,,,,,[MISSING],30,346,88,,Caesarea,Caesarea,,Cesarea,,36.607058,2.1918495,,
4,295363,Tipasa,,,0,,,,,[MISSING],31,346,88,,Tipassa,Tipasa,,Tipassa,,36.59424639,2.441912426,,
4,295318,Obori?,,,0,,,,,[MISSING],32,346,88,,Ubori,,,Ciborim,,36.763227,2.843829,,
4,295276,Icosium,,,0,,,,,[MISSING],33,346,88,,Ycosium,Egosion,,Icosium,,36.7689125,3.0532175,,
4,295331,Rusguniae,,,0,,,,,[MISSING],34,346,88,,Ruguniae,Rusguniae,,Rusgimia,,36.7990945,3.2378935,,
4,,#N/A,,,0,,,,,[MISSING],35,346,88,,[Rusucurus,,,Rusicorus municipium,,0,0,,
