stage,pleiades_id,pleiades_toponym,TP_gridsquare,Talbert_id,ku_id,ku_name_lookup,talbert_name_lookup,TP_symbol,TP_notes,TP_coastal,RC_peri_count,pp_page,schnetz_page,RC_peri_ref,RC_peri,RC itin,gg_ref,GG_peri,GG_itin,representative_latitude,representative_longitude,ku_x,ku_y
4,,#N/A,,,0,,,,,[MISSING],36,346,88,,Lomnion],,,Lomnium,,0,0,,
4,295333,Rusubbicari Matidiae,1C1,1,1,Rusibricari Matidiae, Rvsibricari Matidi(a)e,,,Rvsibricari Matidi(a)e,37,346,88,,Rusuvicaris,,,Rusubisim,,36.801017,3.5646,0.004792484,-0.021105476
4,295253,Cissi,1C1,3,2162,Cissi Municipio,Cissimvnicipio,,,Cissimvnicipio,38,346,88,,Cisi municipium,,,Rusuvicaris,,36.877461,3.7334035,0.008987563,-0.02132388
4,295334,Rusuccuru,1C2,7,3141,Rusuccurv Colonia (Rusuccuru colonia),Rvsvccvrv colon̄,,,Rvsvccvrv colon̄,39,346,88,,Rusucurum municipium,Rusicuron,,Casi municipium,,36.9128545,3.9096445,0.016486594,-0.021929789
4,295280,Iomnium,1C2,9,3359,Iominio Municipio,Iominio Mvnicipio,,,Iominio Mvnicipio,40,346,88,,Lomnio,Iomnion,,Ionmon,,36.89489256,4.123272201,0.021611853,-0.022269422
4,295332,Rusippisir,1C3,10,2,Rusippisir Municipium,Rvsippisir Mvnicipio,,,Rvsippisir Mvnicipio,41,346,88,,Rusuvisir,,,,,36.897601,4.156907,0.026845828,-0.022493095
4,305138,Rusazus?,1C3,11,108,Rusazu Municipium,Rvsazv Mvnicipivm,,,Rvsazv Mvnicipivm,42,346,88,,Rusuvis municipium,Ruseius municipium,,Rusuvis municipium,,36.894041,4.420813,0.033940726,-0.022501704
4,305142,Saldae,1C4,14,435,Saldas Colonia,Saldas Colonia,,,Saldas Colonia,43,346,88,,Salbas,,,Salbas,,36.740851,5.057965,0.039573037,-0.022365453
4,305111,Muslubium,1C5,22,1304,Muslubio Horreta,Mvslvbio Horreta,,,Mvslvbio Horreta,44,347,88,,Musluvion orea,Mulusbion orea,,Musluvium orea,,36.636739,5.246097,0.045197316,-0.022214794
4,305062,Choba,1C5,24,1517,Choba Municipium,Choba Mvnicipivm,,,Choba Mvnicipivm,45,347,88,,Chosa,Chova municipium,,Chosa,,36.6665775,5.4607425,0.050892368,-0.022191809
4,305095,Igilgili,2C1,26,1730,Igilgili Colonia,Igilgili Col.,,,Igilgili Col.,46,347,88,,Itiltili,Igilgili,,Itiltili,,36.8212995,5.766168,0.055696142,-0.022807765
4,305126,Paccianis Matidiae?/Tucca?,2C1,28,1947,Paccianis Matize,Paccianis Matiz(a)e,,,Paccianis Matiz(a)e,47,347,88,,Paciani,Paceanis,,Patia,,36.865147,6.1015385,0.062229372,-0.022801444
4,305063,Chullu,2C2,29,2054,Chvllv (Chullu),Chvllv,,,Chvllv,48,347,88,,Cullu,Chulla,,Cullum,,37.0078525,6.562081,0.070685377,-0.022993593
4,305137,Rusicade/Thapsus,2C3,30,2163,Rvsicade Colonia (Rusicade Colonia),Rvsicade Colonia,,,Rvsicade Colonia,49,347,88,,Rusicade,Russicade,,Rusicada,,36.8814425,6.9055805,0.079215212,-0.022529985
4,305128,Paratianis,2C3,31,2273,Paratianis,Paratianis,,,Paratianis,50,347,88,,Paracia,,,Parasica,,36.91671,7.156637,0.086679851,-0.022421148
4,305069,Culucitanis?,2C4,32,2380,Culucitani,Cvlvcitani,,,Cvlvcitani,51,347,88,,Culucia,,,Colocia,,37.030021,7.252483,0.094672189,-0.022393381
4,305187,Zacca,2C5,33,2489,Zaca,Zaca,,,Zaca,52,347,88,,Zacca,Zaca,,Zaccha,,37.079722,7.170556,0.102241779,-0.023177885
4,,#N/A,,,0,,,,,,53,347,88,,Monumentum Anibal,,,Monumentum Annibal,,0,0,,
4,311124,Muharur,3C1,34,2600,Muharvr (Muharur),Mvzarvr,,,Mvzarvr,54,347,88,,Mazar,,,Mazar,,0,0,0.109017205,-0.023240243
4,305160,Tacatua,3C1,35,2710,Tacatva (Tacatua),Tacatva,,,Tacatva,55,347,88,,Tacatua,,,Tacatua,,37.065966,7.380568,0.11617881,-0.022789188
4,305158,Sulluctu?,3C2,36,2782,Sublucv (Sublucu),Svblvcv,,,Svblvcv,56,347,88,,Sulucum,Sulucu,,Suluccum,,37.038565,7.33233,0.120416382,-0.022839808
4,305090,Hippo Regius,3C2,37,2793,Hyppone Regio,Hyppone Regio,,,Hyppone Regio,57,347,88,,Ypole regio,Hippon regium,,"Ypona regia, in qua gloriosissimus et omnium doctor affluentior doctor sanctissimus resplenduit Augustinus. Ubbus.",,36.882478,7.751272,0.125222739,-0.02297274
4,315240,Ubus (river),3C3,46,2888,Vbus flumen (Ubus flumen),Vbvs Flvmen,,,Vbvs Flvmen,58,347,88,,Ubus.,Usussa,,Ubbus.,,36.83965,7.95646,0.133190661,-0.022807082
5,314890,Armua?/Armoniacum (river),3C3,47,2899,Armoniacum flumen,Armoniacvm Fl.,,,Armoniacvm Fl.,1,348,88,,Armoniocus,Armonaca,,Armoniacus,,36.71195777,7.959382782,0.14087233,-0.023053608
5,321634,Ad Dianam,3C4,48,2910,"(symbol, no name, no. 25) [Diana] (Miller)","(symbol, no name, no. 25)",Temple symbol,,[Temple Symbol],2,348,88,,Diana,,,Biana,,0,0,0.147935664,-0.022971343
5,315235,Tuniza?,3C4,49,2921,Tuniza,Tvniza,,,Tvniza,3,348,88,,Tunica,Tuniza,,Tunida,,36.8912775,8.438117,0.155135548,-0.022810191
5,315192,Thabraca,3C5,50,2932,Cabraca,Cabraca,,,Cabraca,4,348,88,,Tabraca,Tabraca,,Tabracha,,36.9567785,8.7497465,0.165638876,-0.023218674
5,315038,Hippo Diarrhytus,4C1,52,2952,Ipponte diarito,Ipponte diarito,,,Ipponte diarito,5,348,88,,Ypone Zenetum,Ypone Zareston,,Ipposretum,,37.276147,9.873108,0.172266003,-0.023717776
5,315212,Thinisa?/Tuneiza?/Tunisa?,4C2,53,2963,Tvnisa (Tunisa),Tvnisa,,,Tvnisa,6,348,88,,Tunissa,Tumissa,,Tumsa,,37.2144672,10.1246134,0.181790012,-0.023327215
5,315076,Membrone?,4C3,54,2972,Memblone,Memblon(a)e,,,Memblon(a)e,7,348,88,,Membrone,,,Menbrona,,37.100163,10.017825,0.189434712,-0.02366822
5,315248,Utica,4C3,55,2983,Vtica Colonia (Utica Colonia),Vtica Colonia,,,Vtica Colonia,8,348,88,,Utica,Utica,,Utica,,37.05587745,10.06000777,0.19658635,-0.024021968
5,314849,Ad Gall(inaci)um?,4C4,56,2994,Gallum Gallinatium,Gallvm Gallinativm,,,Gallvm Gallinativm,9,348,88,,Gallum gallinacium,Gallo gallinacio,,Gallum gallinaccium,,36.905461,10.096435,0.205960125,-0.023636308
5,314921,Carthago,4C5,60,3034,Carthagine Colonia,Chartagine colon̄,,,Chartagine colon̄,10,348,88,,Chartingine,Cartago civitas magna,,"Kartago maxima regalis inclita fortissima opulentissima atque nobilissima, quam robustissimus Christi martir et pontifex Ciprianus diverso dogmatum nectare, poematum quoque ac sophiae cultibus floridam praebuit.",,36.853056,10.323056,0.216181266,-0.024193895
5,315233,Tunes,4C5,241,1529,Thuni,Thvni,,No direct network link to Carthage,Thvni,11,348,88,,Thunos,Thinus,,Thunos,,36.79923,10.171649,0.21925539,-0.024188698
5,315072,Maxula,5C1,144,479,Maxula,Maxvla,,,Maxvla,12,349,88,,Maxula,Maxila,,Maxula,,36.768841,10.271569,0.221784726,-0.02408705
5,314968,Gumis?,,,0,,,,,,13,349,88,,Gumis,,,Gumina,,36.7023075,10.4032705,,
5,314920,Carpi(s),,,0,,,,,,14,349,88,,Carpus,Carpas,,Capos,,36.7652445,10.5531225,,
5,314883,Aquae Carpitanae,5C1,242,1540,Ad Aquas,Adaqvas,,,adaqvas,15,349,88,,Aquas,,,Aquas,,36.808697,10.5774835,0.224772309,-0.024223069
5,315173,Siminina?,,,0,,,,,,16,349,88,,Siminina,Simiama,,Siminina,,36.933087,10.8036375,,
5,315082,Missua,5C2,250,1623,Missua,Misva,,TP on spur,Missua,17,349,88,,Missua,,,Missua,,36.999978,10.899956,0.233037118,-0.024315564
5,314892,Aspis/Clipea,5C2,249,1612,Clipeis,Clipeis,,TP on spur,Clipeis,18,349,88,,Clipeis,Clipeis,,Clyppeis,,36.838512,11.115794,0.234222517,-0.024451441
5,314943,Curubis,5C2,251,1634,Cubin,Cvbin,,,Cvbin,19,349,88,,Curubis,,,Curum,,36.575649,10.862461,0.237957052,-0.025338646
5,315093,Neapolis,5C2,248,1603,Neapoli,Neapoli,,TP on spur,Neapoli,20,349,88,,Neapolis,Neapolis,,Neapolis,,36.44033754,10.71835425,0.234110243,-0.025068302
5,315121,Pupput,5C2,246,1581,Pudput,Pvdpvt,,,Pvdpvt,21,349,88,,Pulpud,,,Pulpite,,36.392998,10.562216,0.232202536,-0.025240734
5,324716,Hadrumetum/Iustinianopolis,5C2,150,545,Hadrito,Hadrito,,name is phoenician,Hadrito,22,349,88,,Adrimeum,Adrimeton,,"Adrimetus. ex hac sancti duodecim fratres et martyres, e quibus famosior sanctissimus nominatur Orontius, oriundi probantur, qui Italiam, una apud urbem Beneventum conditi, suis miraculis illustrant.",,35.825866,10.63878,0.239665179,-0.02530581
5,324803,Ruspina,5C2,255,1677,Ruspina,Rvspina,,,Rvspina,23,349,88,,Ruspina,Irusbinus,,Ruspina,,35.7742245,10.8291825,0.242054958,-0.024565224
5,324767,Lepti Minus,5C3,256,1688,Lepteminus,Lepteminvs,,,Lepteminvs,24,349,88,,Lepti minus,Leptis minus,,Lepti minus,,35.678102,10.866332,0.244428549,-0.024885218
5,324827,Thapsus,5C3,261,1742,Tapsum,Tapsvm,,,Tapsvm,25,349,88,,Tapsum,,,Tapsum,,35.62136857,11.04270935,0.246662559,-0.024737029
5,324817,Sullecthum,5C3,259,1719,Sullecti,Svllecti,,,Svllecti,26,349,88,,Sublecte,Sublecte,,Subiecte,,35.3937926,11.04292915,0.248181063,-0.024848763
5,324653,Acholla,5C3,263,1764,Aholla,Aholla,,,Aholla,27,349,89,,Acola,,,Accola,,35.07897337,11.0197486,0.249910362,-0.024972512
5,324802,Ruspe,5C3,264,1775,Ruspe,Rvspe,,,Rvspe,28,349,89,,Ruspe,,,Ruspe,,35.014288,11.000971,0.251714584,-0.025178721
5,324841,Usil(l)a/Usula,5C3,262,1753,Vsilla Municipium (Usilla Municipium),Vsilla Mvn̄,,,Vsilla Mvn̄,29,350,89,,Usila,Hesila,,Usila,,34.956536,10.923014,0.253063618,-0.02538952
5,324822,Taparura,5C4,265,1784,Taparura,Taparvra,,,Taparvra,30,350,89,,Taparura,Patabura,,Taparura,,34.738326,10.757806,0.253725519,-0.025624177
5,324825,Thaenae,5C4,266,1794,[Thenas] (Miller),"(symbol, no name, no. 45)",yes,,[City Symbol],31,350,89,,Thenas,Thenas,,Themanas,,34.6553465,10.670659,0.255331651,-0.025525046
5,324772,Macomades Minores/Iunci,5C4,267,1805,Macomades Minores,Macomades Minores,,,Macomades Minores,32,350,89,,Macomades minores,Macumades,,Macomades minores,,34.525858,10.497324,0.258875845,-0.025133485
5,324656,(Ad) Oleastrum?,5C4,268,1816,Ad Oleastrum,Adoleastrvm,,,Adoleastrvm,33,350,89,,Ad oleastrum,Ad oleastrum,,Ad oleastrum,,34.411413,10.256696,0.260719934,-0.025203957
5,329235,Praesidium Silvani,5C4,269,1827,Praesidium Silvani,Presidio Silvani,,,Presidio Silvani,34,350,89,,Praesidium,,,Praesidium,,0,0,0.262973209,-0.025451606
5,,#N/A,5C5,270,1838,Lacene,Lacene,,,Lacene,35,350,89,,Lucene,,,,,0,0,0.264365648,-0.025904585
5,,#N/A,5C5,271,1849,Ad Palmam,Adpalmam,,,Adpalmam,36,350,89,,Palmam,,,,,0,0,0.265457573,-0.026400746
5,344496,Tacape,5C5,228,1391,Tacape Colonia,Tacape col.,,date of colony unclear (Catholic enyclopedia says 3rd C.),Tacape col.,37,350,89,,Tacapa colonia,Tacapas,,,,33.88643,10.109445,0.267646341,-0.027133262
5,344380,Gigthis,5C5,281,1959,Gigti,Gigti,,,Gigti,38,350,89,,Gittit,Githi,,,,33.532453,10.6774952,0.271595537,-0.026241558
5,344571,Zitha,5C5,282,1969,Ziza Municipium,Ziza Mvnicipivm,,,Ziza Mvnicipivm,39,350,89,,Vita,Zita,,,,33.503895,11.112905,0.274091319,-0.027363746
5,344462,Putea Pallene,6C1,283,1980,Putea pallene,Pvtea pallene,,,Pvtea pallene,40,350,89,,Putea balenae,,,,,33.316715,11.199799,0.278905453,-0.027360369
5,344500,Taricheiai/Zouchis,6C1,284,1990,Presidio,Presidio,,,Presidio,41,350,89,,Praesidium,,,,,33.181241,11.438132,0.28141439,-0.026200719
5,344459,Pisida,6C1,285,2001,Pisida Municipio,Pisida Mvnicipio,,,Pisida Mvnicipio,42,350,89,,Fisidia,,,Fresida,,33.0701995,11.7740495,0.283703988,-0.025499456
5,344388,*Gypsaria Taberna,6C2,286,2012,Ad Cypsaria Taberna,Adcypsaria Taberna,,,Adcypsaria Taberna,43,350,89,,Gipsarea,Cipsaria,,Gypsarea,,32.957257,12.002946,0.287624206,-0.025189526
5,344284,Ad Ammonem,6C2,288,2034,Ad Amonem,Adamonem,,,Adamonem,44,350,89,,Ammonis,,,Ammonis,,32.840652,12.267097,0.290381839,-0.024762306
5,344282,Abrotonum/Sabratha,6C2,289,2043,Sabrata,Sabrata,,,Sabrata,45,350,89,,Sabrata,Sabrata,,Sabrata,,32.8049535,12.48535023,0.292526708,-0.024175357
5,344460,Pontos?,6C2,290,2055,Pontos,Pontos,,,Pontos,46,351,89,,Pontos,Poteo,,Pontos,,32.759388,12.725499,0.294509273,-0.023913761
5,344299,Assaria,6C3,293,2088,Assaria,Assaria,,,Assaria,47,351,89,,Passaria,,,Passaria,,32.790469,12.861553,0.296508061,-0.023921644
5,344456,Oea,6C3,292,2077,Osa Colonia,Osa col.,,,Osa col.,48,351,89,,Oxea,,,Oxena,,32.897586,13.175266,0.298801879,-0.023675662
5,344524,Turris ad Algam,6C3,294,2099,Turris ad algam,Tvrris Adalgam,,,Tvrris Adalgam,49,351,89,,Turris alba,,,Turris alba,,32.8142475,13.321085,0.301561371,-0.023701372
5,344373,Getullu,6C3,297,2131,Getullu,Getvllv,,,Getvllv,50,351,89,,Getula,,,Getua,,32.783434,13.596282,0.303739674,-0.023928526
5,344464,Quintiliana,6C3,298,2141,Quintiliana,Qvintiliana,,,Qvintiliana,51,351,89,,Quintiliana.,,,Quintiliana.,,32.708352,13.926716,0.305371636,-0.024099538
6,344285,Ad Palmam,5C5,299,2152,Adpalmam (Ad Palmam),Adpalmam,,,Adpalmam,1,351,89,,Palma,,,Palma,,32.649407,14.131477,0.306340783,-0.024425793
6,,#N/A,,,0,,,,,,2,351,89,,Mata,,,Mapta,,0,0,,
6,344448,Neapolis/Lepcis Magna,6C4,300,2164,Leptimagna colonia (Leptis Magna Colonia),Leptimagna col.,,,Leptimagna col.,3,351,89,,Leptis magna,Leptis magna,,Paletis magna,,32.6379575,14.291378,0.308528556,-0.024424415
6,344489,Sugolin,6C4,303,2197,Sugolin,Svgolin,,,Svgolin,4,351,89,,Subgoli,,,Subgoli,,32.466721,14.566667,0.310501014,-0.024815688
6,344451,Nivirgi Tabernae,6C4,304,2208,Niuirgiab (Nivirgi taberna),Nivirgitab,,,Nivirgitab,5,351,89,,Nivergi,Neveri,,Nivergi,,32.432966,14.765234,0.312971932,-0.024818515
6,344484,Simnana,6C4,305,2219,Simnana,Simnana,,,Simnana,6,351,89,,Simadana,,,Simadana,,32.407318,14.94413,0.31437478,-0.024799494
6,344513,Thubactis,6C4,307,2241,Tubactis Municipium,Tvbactis Mvn̄̄,,,Tvbactis Mvn̄̄,7,352,89,,Thubactis,Thubacis,,Thubactis,,32.371127,15.1444275,0.316451149,-0.024531514
6,344332,Casa Rimoniana,6C5,308,2252,Casa Rimoniana,Casa Rimoniana,,,Casa Rimoniana,8,352,89,,Rusticiana,,,Rastitiana,,32.137924,14.94639,0.317933872,-0.024681385
6,349568,Ad Cisternas,6C5,309,2263,Ad cisternas,Adcisternas,,,Adcisternas,9,352,89,,Cisternas,Cisterium,,Cisternas,,0,0,0.31906608,-0.024914393
6,349612,Nalad,6C5,310,2274,Naladus,Nalad(vs?),,,Nalad(vs?),10,352,89,,Nadalus,,,Nadalus,,0,0,0.320207072,-0.025091918
6,349584,Dissio Aqua Amara,6C5,311,2285,Dissio Aqua Amara,Dissio Aqva Amara,,,Dissio Aqva Amara,11,352,89,,Dision,Disio,,Dision,,0,0,0.322256504,-0.024898479
6,349581,Chosol,6C5,312,2296,Chosol,Chosol,,,Chosol,12,352,89,,Onusol,,,Onusol,,0,0,0.322740668,-0.025133499
6,366181,Musula,6C5,313,2307,Musula,Mvsvla,,parallel branch,Mvsvla,13,352,89,,Mulsol,Musol,,Musol,,0,0,0.322798076,-0.02607407
6,363914,Ad Ficum,6C5,314,2318,Ad ficum,Ad ficvm,,,Ad ficvm,14,352,89,,Ficum,,,Ficum,,31.397714,15.726925,0.325080299,-0.024959242
6,364003,Praetorium,6C5,315,2329,Pretorium (Praetorium),Pretorivm,,,Pretorivm,15,352,89,,Praetorium,Praetorium,,Praetorium,,31.28333,15.95,0.326605631,-0.025005206
6,364005,Putea Nigrorum,7C1,316,2339,Putea nigra,Pvtea niga,,,Pvtea nig,16,352,89,,Putea nigra,,,Putea nigra,,31.199948,16.36664,0.328843888,-0.024912184
6,363959,Euphranta/Macomades,7C1,317,2348,Macomadase lorum (Macomada Selorum),Macomadase l(orvm),,,Macomadase l(orvm),17,352,89,,Macumades maiores,Sacomadis,,Macitapades maiores,,31.205047,16.588337,0.330362819,-0.025394875
6,364036,Zure,7C1,318,2358,Zure,Zvre,,,Zvre,18,352,89,,Zaures,,,Zures,,31.191297,16.828866,0.331426364,-0.025543775
6,363917,Ad Speluncas,7C1,319,2369,Ad speluncas,Adspelvncas,,,Adspelvncas,19,352,89,,Speluncas,,,Speluncas,,31.149939,17.033309,0.332969976,-0.025232462
6,363951,Charax/(I)Scina,7C1,320,2381,Scina locus Iudaeorum Augusti,Scinaloc(vs) ivdeor(vm) avgti,,,Scinaloc(vs) ivdeor(vm) avgti,20,352,89,,Isina,Isyri,,Iscina,,31.130517,17.10273619,0.333536078,-0.02550868
6,,#N/A,,,,,,,,,21,352,89,,Mugud,,,Mugud,,0,0,,
6,363930,Aulazon,7C1,321,2392,Aulazon,Avlazon,,,Avlazon,22,352,89,,Aulazon,,,Aulazon,,31.047156,17.430088,0.334889868,-0.025416676
6,363915,Ad Palmam,7C1,322,2402,Ad Palmam,Adpalmam,,,Adpalmam,23,352,89,,Palmam,Palma,,Alma,,30.933297,17.749989,0.336739321,-0.024865463
6,363929,Aubereo/Ad Capsum Ultimum,7C1,323,2413,Ad capsum ultimum,Adcapsvmvltimvm,,,Adcapsvmvltimvm,24,353,89,,Capsum ultimum,,,Capsultimum,,30.852128,17.883257,0.336650234,-0.025270573
6,363918,Ad Turrem,7C1,324,2424,Ad turrem,Adtvrrem,,,Adtvrrem,25,353,89,,Turre lapideum,,,Turris lapidum,,30.779987,17.830009,0.337441376,-0.025773103
6,364034,Zacazama,7C1,325,2435,Zagazania,Z[.]gaza[.]na,,,Z[.]gaza[.]na,26,353,89,,Zacasama,Zacassama,,Zacasama,,30.792652,18.068427,0.336630439,-0.026224853
6,363954,Digdida Selorum,7C1,329,2478,Digdida Municipium Selorvm (Digdida Municipium Selorum),Digdida Mvnicipivm Selorvm,,This is actually slightly away from the coast (and marked so on TP),Digdida Mvnicipivm Selorvm,27,353,89,,Dicdica,,,Didicca,,30.69797,18.16671,0.339721416,-0.02732236
6,364026,Tugulus,7C2,330,2490,Tagulis,Tagvlis,,,Tagvlis,28,353,89,,Tragulis,,,Trigulis,,30.549905,18.466667,0.341422821,-0.025649532
6,363924,Arae Philaenorum,7C2,331,2501,Arephilenorvm fines affrice et cyrenensivm (Arae Philaenorum Fines Affricae et Cyrenaensium),Arephilenor(vm),,,Arephilenor(vm),29,353,89,,Arepelonorum,Arephilenorum,,Arepoenorum,,30.293895,18.788188,0.343960294,-0.025066912
6,363921,Anabucis,7C2,332,2512,Anabucis Presidium,Anabvcis Presidivm,,,Anabvcis Presidivm,30,353,89,,Anabucis,Anaucis,,Anabucis,,30.261267,19.188848,0.347905651,-0.02457722
6,373877,Priscu Taberna,7C3,334,2534,Priscu Taberna,Priscv taberna,,,Priscv taberna,31,353,89,,Priscum,,,Priscum,,30.57393,20.099176,0.354984111,-0.023366841
6,373776,Corniclanum,7C3,335,2545,Corniclanu,Corniclanv,,,Corniclanv,32,353,89,,Corniclanum,Corniclano,,Corniclanum,,30.757464,20.2217705,0.357956502,-0.022868563
6,373741,Attici/Phenica,7C3,336,2556,Phenica,Phenica,,,Phenica,33,353,89,,Phinica,Phinica,,Plunica,,31.133295,20.183329,0.36068498,-0.022540805
6,373774,Chorotus/Noetu?,7C4,337,2567,Noetv (Noetu),Noetv,,,Noetv,34,353,89,,Noetum,,,Noetum,,31.394966,20.174408,0.36217012,-0.024117869
6,373912,Zau Taberna?,7C4,338,2578,Zautaberna (Zau Taberna),Zavtaberna,,,Zavtaberna,35,353,89,,Zau,,,Zatum,,31.706039,20.092992,0.364132708,-0.025706692
6,373757,Berenice,7C4,340,2601,Bernicide,Bernicide,,,Bernicide,36,353,89,,Vernicide,Vernicide,,Vernicida,,32.12452,20.06425,0.369118134,-0.025746247
6,373824,Hadrianopolis/Kaukalou Kome?,7C4,341,2612,Hadrianopolis,Hadrianopol(is),,named after Hadrian,Hadrianopol(is),37,353,89,,Adrianopolis,Adriani,,Hadrianopolis,,32.35204,20.3072025,0.370792758,-0.023672285
6,373736,Arsinoe/Taucheira,7B4,342,2623,Tauchira Colonia,Tavchira col.,,,Tavchira col.,38,353,89,,Theuchira,Theucera,,Theuchila,,32.53639933,20.56729767,0.367902352,-0.022860854
6,373879,Ptolemais/Barkes Limen,7B4,343,2634,Ptolomaide,Ptolomaide,,,Ptolomaide,39,353,89,,Ptolomaida,Ptolomaida,,Ptolomaida,,32.70713419,20.95384959,0.369192144,-0.022369543
6,373766,Callis,7C4,344,2645,Callis,Callis,,,Callis,40,353,89,,Gallis,Callis,,Callis,,32.683027,21.198315,0.372609434,-0.023351615
6,373833,Kainopolis,7C5,345,2655,Cenopolis,Cenopolis,,,Cenopolis,41,354,89,,Caenopolis,Caenopolis,,Coenopolis,,32.76663,21.349978,0.374066034,-0.023710329
6,373749,Balagrae,7C5,346,2666,Balacris Hoc est templum Asclepy,Balacris,,"""Hoc e(st) templ(vm) asclepy""",Balacris,42,354,89,,Balacris,Balacris,,Balatris,,32.761399,21.756437,0.376001322,-0.02428941
6,373778,Cyrene,7C5,347,2677,Cyrenis colonia,Cyrenis col.,,reversed with Apollonia in RC/GG. Apollonia is on branch of main road,Cyrenis col.,43,354,89,,Apolonia,,,Apollonia,,32.82002663,21.85653851,0.378763259,-0.024218418
6,373732,Apollonia/Sozousa,7C5,348,2688,Apollonia,Appollonia,,reversed with Cyrene in RC/GG. Apollonia is on branch of main road,Appollonia,44,354,89,,Cyrene,,,Cyrene,,32.90234355,21.97083069,0.380188773,-0.02465198
6,373727,Agabis,7C5,349,2699,Agabis,Agabis,,,Agabis,45,354,89,,Agabis.,Agabus.,,Agabus.,,32.724784,22.022689,0.381289638,-0.02545894
7,373848,Ma(ra)ndis?,7C5,350,2711,Mandis,Mandis,,,Mandis,1,354,89,,Madis,Mandis,,Mandis,,32.586613,22.504054,0.383688222,-0.024643767
7,373868,Paliouros,8C1,351,2722,Paliuris,Palivris,,,Palivris,2,354,89,,Paliuris,Paliueris,,Paliuris,,32.335828,23.061232,0.384659557,-0.02475589
7,716601,Miceris,8C1,352,2732,Meciris,Meciris,,,Meciris,3,354,89,,Meciris,Micheris,,Meciris,,32.128016,23.668112,0.385998718,-0.024902165
7,716566,Gonia,8C1,354,2754,Gonia,Gonia,,on branch,Gonia,4,354,89,,Gonia,Antipoego,,Sonia,,32.066825,23.957617,0.387966754,-0.024765224
7,716525,Antipyrgos,8C1,353,2743,Antipego,Antipego,,,Antipego,5,354,89,,Antipegoni,Gonia,,Antipegonia,,32.076457,23.961371,0.387592827,-0.025426187
7,718020,Cardu,8C1,355,2763,Cardum,Caixtv,,,Caixtv,6,355,90,,Carduc,Gardum,,Cardum,,0,0,0.390390398,-0.025440719
7,718035,Nemeseo/Hemeseo,8C1,356,2772,Nemeseo,Nem[.]seo,,,Nem[.]seo,7,355,90,,Nemeseo,Nemeseum,,Nemesium,,0,0,0.392301877,-0.025471013
7,716540,Catabathmus Maior/Plynos Limen/Tetrapyrgia,8C1,357,2779,Catabathmo,Catabathmo,,,Catabathmo,8,355,90,,Catabatimon,Catabathmon,,Catabatimon,,31.552706,25.152644,0.394047306,-0.025492563
7,,#N/A,,,0,,,,,,9,355,90,,Bogratin,Bograi,,Bugratim,,0,0,,
7,718010,Aratu,8C2,358,2780,Aratu,Aratv,,,Aratv,10,355,90,,Aradum,Araton,,,,0,0,0.395722556,-0.025621706
7,716507,Ainesisphyra/Ennesyphora/Nesus,8C2,359,2781,Nesus,Nesvs,,,Nesvs,11,355,90,,Nessus,Nesus,,Nessus,,31.611093,25.925681,0.397729515,-0.025587726
7,716615,Paraetonium/Ammonia,8C2,361,2784,Pretonio,Pretonio,,,Pretonio,12,355,90,,Parctonio,Paratonion,,Paretonium,,31.350136,27.2368445,0.40112888,-0.025295911
7,718042,Philiscu,8C2,362,2785,Philiscu,P[ - ? - ]scv,,,P[ - ? - ]scv,13,355,90,,Filiscum,Filiscin,,Filiscum,,0,0,0.403253149,-0.025059581
7,716539,Caportis/Patrico?,8C3,363,2786,Patrico,Patrico,,,Patrico,14,355,90,,Patricon,Patricon,,Patricum,,31.027015,28.4357655,0.405648827,-0.023973502
7,716546,Comaru,8C3,364,2787,Comarv (Comaru),Comarv,,,Comarv,15,355,90,,Comaron,Gomaron,,Comarum,,30.966185,28.734397,0.40690239,-0.023404224
7,718033,Monokaminon/Monogami,8C3,365,2788,Monogami,Monogami,,,Monogami,16,355,90,,Monocaminon,Monocanon,,Monocaminum,,0,0,0.408221535,-0.022953809
7,,#N/A,,,0,,,,,,17,355,90,,Almiris,Almiris,,Almiris,,0,0,,
7,727241,Taposiris Megale,8C3,366,2789,Tapostri,Tapostri,,,Tapostri,18,355,90,,Tapostri,Tamnostri,,Tapostri,,30.9461265,29.519114,0.409844514,-0.022767232
7,727070,Alexandria,8C3,367,2790,[Faro di Alessandria] (Levi),"(symbol, no name, no. 56)",,yes (no label),[Faros Symbol],19,355,90,,Alexandria,"Item ad aliam partem, iuxta Alexandriam, litus mare magnum, sunt civitates, id est",,"Alexandria regia, cuius ambitus milium LX fuisse dicitur. in qua farus altissima, quae miraculum unum de septem orbis miraculis, secundum a Romano ponitur. hanc venerabilis evangelista Marcus consecrans unam e quattuor generalibus Christi ecclesiis statuit.",,31.201435,29.909773,0.411287932,-0.023160609
7,727097,Canopus,,,0,,,,,,20,355,90,,Canopon,,,Canobum,,31.313404,30.0580595,,
7,727123,Hermopolis Mikra,8C4,368,2791,Ermupoli,Ermvpoli,,,Ermvpoli,21,355,90,,Ermupolis,Ermupolis,,Ermupolis,,31.033655,30.4707825,0.414658408,-0.022302307
7,,,,,0,,,,RC/GG confuses Tanis with Xois,,22,355,90,,Tani,Thanis,,Tani,,0,0,,
7,727094,Bouto,8C4,369,2792,Buto,Bvto,,,Bvto,23,355,90,,Buto,Buto,,Buti,,31.19574446,30.74314612,0.415637809,-0.022396067
