Id,Toponym,Number,xcoord,ycoord
"0",Auula,"992",0.208223593835588,-0.026729505527388
"0",Auleu,"2810",0.41277052430642,-0.0262039846847554
"0",Ezetium,"379",0.269017467652169,-0.0130253679300969
"0",[Canusio] (Miller),"373",0.262642552736388,-0.0135655107176253
"0",Stiriate,"570",0.164832190323256,-0.0047624695044448
"0",Crusinie,"3389",0.054519763584138,-0.0109840222874684
"0",Melena,"995",0.320502221623979,-0.0208011299186506
"0",Sonista,"648",0.201390120205751,-0.00619247728560757
"0", ,"0",0.328676809224061,-0.0217974663784298
"0",Blariaco,"3012",0.0421881997121129,-0.00600055186368295
"0",Lissum,"881",0.287658359580263,-0.00940128275375929
"0",Arsinoe,"2851",0.417862922864007,-0.0272058970874012
"0",Sicione,"991",0.322111523926889,-0.0192848336716764
"0",Hiereo,"1066",0.379938054621747,-0.0142046637561983
"0",Solunto,"537",0.275938865447729,-0.0215587033617666
"0",Cocleo,"1279",0.409461444110089,-0.0166722927910997
"0",Dymis,"1143",0.37108506210694,-0.017827683226938
"0",Coissa,"1665",0.521367679299074,-0.013918211147168
"0",Charra,"1779",0.527852742812334,-0.0181111698185058
"0",Figlinis,"3271",0.0564064917479122,-0.0156180657666079
"0",Condate,"3411",0.0611488763027442,-0.0117120220485901
"0",Botiuo (Botivo),"647",0.199841527890188,-0.0062325534761467
"0",Mutia,"905",0.170631449907793,-0.0268597907315849
"0",Vallis,"371",0.199199666696469,-0.0262717662786541
"0",Colofon,"1334",0.431237288166652,-0.019677007156301
"0",Cuccio,"700",0.244196159837498,-0.00563143753579924
"0",Attalia,"1327",0.415513472795555,-0.0198918703491816
"0",Sorue (Sorve),"1621",0.533511149268493,-0.0120385594148736
"0",Cleonas,"976",0.32350986582563,-0.0201164357060825
"0",Ridumo,"2984",0.00354528648086187,-0.0104417142624297
"0",Blanda,"526",0.278568747635109,-0.0187569401943777
"0",Oruba,"1720",0.494961161162814,-0.0270634570090989
"0",Monte,"3348",0.03194974816377,-0.0248290598936259
"0",Orbita,"1645",0.239507373433489,-0.0243661682359612
"0",Magri,"2740",0.129666215419424,-0.0259225024856765
"0",Aricia,"460",0.224588491825003,-0.0194692406521978
"0",Noetv (Noetu),"2567",0.362170119672685,-0.0241178687644608
"0",Gobdi,"1630",0.543881452184292,-0.0144290286781053
"0",Tegris,"1023",0.34284169472761,-0.00872151443101969
"0",Acunum,"3239",0.0560824557869139,-0.0168423938136068
"0",Alvona,"673",0.175584662054596,-0.0109882298495638
"0",Melta,"1085",0.342175019078027,-0.00974604949126598
"0",Calacte,"541",0.283072924223128,-0.0212897110194883
"0",Ausimo,"190",0.193318905220148,-0.0154792206519443
"0",Adlefas,"483",0.253287107709618,-0.0169484592812242
"0",Beroea,"1129",0.338296543456082,-0.0164428061050354
"0",Telesie,"487",0.249883829610637,-0.017576503655804
"0",Pella,"1121",0.340038720004301,-0.0165277074207093
"0",Abara,"1846",0.539265865767992,-0.0272609763986078
"0",Pyreo,"972",0.335544763461781,-0.0192484227429989
"0",Thera,"1056",0.376458785876673,-0.0111124298535955
"0",Ad fines,"3245",0.0546210393888823,-0.0179187381988691
"0",Eclano,"392",0.269884803583896,-0.0157108587821677
"0",Ombos,"2816",0.393980187605378,-0.0280002251525018
"0",Ypepa,"1289",0.426432075893244,-0.0184284384392895
"0",Sutrio,"252",0.191840566298608,-0.019206479257866
"0",Avitta,"447",0.205605727994449,-0.0261996069115845
"0",Ameria,"238",0.179851609305959,-0.0180046386908883
"0",Briuisara (Brivisara),"3065",0.032670491769438,-0.0088908063887114
"0",Lamnum,"3140",0.00756416752172609,-0.012639838891519
"0",Cercar,"2175",0.302822350682988,-0.0250259535923147
"0",Ninittaci,"3047",0.0420749134436373,-0.00753531684232366
"0",Duretie,"3131",0.0202195147186735,-0.0119714543867388
"0",Eneca,"1636",0.552597138573774,-0.0186541585622488
"0",Vaccis,"578",0.0120206740184417,-0.0256441855275524
"0",Corioco,"1481",0.46292364697862,-0.0176419050911253
"0",Iuenna,"633",0.180394136855,-0.00689736191784869
"0",Balneis,"2935",0.466026853784321,-0.0236997733358372
"0",Adraha,"2908",0.445424271879414,-0.0263110106346637
"0",Phara,"1912",0.578872380469911,-0.0213974668129082
"0",Catispi,"1620",0.531981697877692,-0.01144582208525
"0",Dablis,"1231",0.406234818281463,-0.0145651099009205
"0",Dumno,"3361",0.0698616377723304,-0.0057729858386421
"0",Safe flumen,"509",0.244493519859546,-0.0217774151303112
"0",Cordile,"1536",0.457880286666961,-0.00811582262257143
"0",Piretis,"649",0.203485700972681,-0.00609896872062691
"0",Antino,"2838",0.409483760884749,-0.0258356740579713
"0",Syllio,"1473",0.448199044730594,-0.0183948348965118
"0",Arate,"1902",0.58341280735302,-0.0159472988659821
"0",Turres,"265",0.205713988857542,-0.0196107934692311
"0",Rages,"1897",0.574026097774581,-0.016420825203437
"0",Sestias,"175",0.191484969437094,-0.0149101301659946
"0",Trissa,"1048",0.362826060954811,-0.00901607793787596
"0",Garsi,"1360",0.440674371535344,-0.0108796306710954
"0",Anxano,"295",0.232075158371211,-0.0137875461861255
"0",Brucla,"1006",0.340155154772422,-0.00652007218664362
"0",Trinlo,"1152",0.351521976488639,-0.0181221957140529
"0",Astura,"470",0.228078158031969,-0.0211904042791429
"0",Gabala,"2962",0.4697297795913,-0.0233341480978831
"0",Nisaci,"1922",0.565131735521473,-0.0272868576576432
"0",Furfanae,"403",0.263555517140539,-0.0141766676855515
"0",Vironum,"3046",0.0412874024563028,-0.00719477635911653
"0",Graero,"1151",0.350295087053731,-0.0179327286927492
"0",Medeia,"2876",0.421458972167887,-0.0265583639443223
"0",Ad aras,"1659",0.508216949705566,-0.0174590014127941
"0",Xeron,"2829",0.412207270041064,-0.0286424307831175
"0",Arulos,"1127",0.336006527916586,-0.016260679514945
"0",Isex Fluvius,"160",0.152632793382824,-0.014222325759314
"0",Cabilis,"1099",0.354778394692728,-0.0131379544133795
"0",Faleros,"241",0.190893567809223,-0.018519766825746
"0",Vnam (Unam),"815",0.305836958140215,-0.00779217804708377
"0",Colchis,"1662",0.515254251976592,-0.0143791308839336
"0",Luppia,"418",0.281588087923781,-0.0121616524554382
"0",Milatis,"701",0.24710266195861,-0.00506439429411468
"0",Nalata (Halata),"870",0.282324313635193,-0.00806540988478804
"0",Fidenis,"221",0.215311134756419,-0.0154065066579114
"0",Larinum,"299",0.239388868992956,-0.0133189589842037
"0",Concon,"1817",0.542629190499059,-0.0199115052762061
"0",Danae,"1383",0.47503920878728,-0.0113314131706102
"0",Navoae,"7",0.121245004707959,-0.00614562342272423
"0",Ortosias,"2933",0.461271425900992,-0.0238937814780603
"0",Mesyla,"1378",0.449594282284344,-0.0128490983574871
"0",Hellana,"91",0.125710954241295,-0.015067713042776
"0",Azoton,"2861",0.436943601554572,-0.0218968041372843
"0",Excisum,"3181",0.0182142958984382,-0.0158819805570917
"0",Pardua,"765",0.270616041491127,-0.00961846715785611
"0",Adlullia / Ad lullia,"3038",0.0213268911181876,-0.00680715272810529
"0",Nisistu,"1821",0.544418504018302,-0.0206025961454614
"0",Losodica,"3447",0.128088221947573,-0.00487809007660329
"0",Thuni,"1529",0.219255390415112,-0.0241886975853697
"0",Formis,"476",0.239552897182771,-0.0207324553048299
"0",Cusum,"702",0.250194758287627,-0.00500233263571326
"0",Luddis,"2870",0.440804707276302,-0.0225234116487626
"0",Patrico,"2786",0.405648827000973,-0.0239735019117904
"0",Petris,"810",0.328863711844461,-0.00607193079055391
"0",Abiolica,"3400",0.0610883625230197,-0.0105644022081252
"0",Tapsum,"1742",0.246662558526978,-0.0247370286873149
"0",Rustici,"2741",0.13219652631076,-0.0258628570456175
"0",Pyctis,"1895",0.57051079766273,-0.0174707832187724
"0",Fletione,"2992",0.02874046850504,-0.0041356729333663
"0",Nasabi,"1629",0.542387616280794,-0.0135274474531168
"0",Rodium,"3041",0.0304273327289422,-0.00716344103531451
"0",Aulazon,"2392",0.334889868379189,-0.0254166761247549
"0",Arypio,"679",0.18675809395965,-0.0114315645772956
"0",Vatari,"2745",0.142087627236384,-0.0262696414467255
"0",Vidubia,"3387",0.0485883456369641,-0.0109983954044916
"0",Lalla,"1589",0.541381637230395,-0.00838319515948532
"0",Diotahi,"1858",0.519363813813238,-0.0264266524804328
"0",Veneris,"2014",0.0250459634978395,-0.0209374582912809
"0",Alcon,"1932",0.586431421823124,-0.0269525780640234
"0",Lebedo,"1333",0.428665579836195,-0.0195399825883132
"0",Praesidium,"898",0.316616520243131,-0.0122977730252368
"0",Catispi,"1626",0.538239201269065,-0.0111998591459627
"0",Dertum,"312",0.269029764941021,-0.0120350445326489
"0",Duronum,"3045",0.039675303649859,-0.00689240111130863
"0",Beteris,"3227",0.0329470510038323,-0.0196485133424547
"0",Dorista,"1845",0.538034199371506,-0.0270751798430243
"0",Serione,"3176",0.00598639571484185,-0.0145771098613675
"0",Bizone,"1047",0.360888998225888,-0.00919332830293105
"0",Samaco,"996",0.316432779587069,-0.0222264684621348
"0",Treblis,"343",0.223947589243088,-0.0163514781278816
"0",crunis,"1479",0.457761014145799,-0.0179234275660155
"0",Ezene,"1342",0.449813179527482,-0.0102166944876269
"0",Adarin,"2950",0.464481527469258,-0.027556435316253
"0",Rapsa,"1919",0.560743382236092,-0.0259062379223681
"0",Circeios,"473",0.231960603745561,-0.0214974860957539
"0",Viscellis,"617",0.169362730016035,-0.00478440177519867
"0",Cranico,"1298",0.397542498376175,-0.0166251974411531
"0",Hassis,"1643",0.490510600250358,-0.00980915699966452
"0",Vosauia (Vosavia),"3333",0.0700158093177219,-0.00445060573483375
"0",Cencris,"975",0.326969923084507,-0.019996955805619
"0",Arega,"1673",0.493997983761834,-0.0148684744239663
"0",Perge,"1472",0.44642055498342,-0.0181471881152333
"0",Rarauna,"3151",0.0205975224345136,-0.0134437521544167
"0",Larissa,"1418",0.465082905529012,-0.0141035057811127
"0",Thigisi,"2733",0.102115355605032,-0.025263937643543
"0",Cantilia,"3162",0.031349083955278,-0.0153316660236571
"0",Beltra,"1864",0.563923416308206,-0.0177816234094744
"0",Carion,"2936",0.472395146902581,-0.024505467485266
"0",Tarteno,"35",0.124324787969344,-0.00734656547351112
"0",Silesua,"1358",0.232251568093811,-0.0276325730587973
"0",Biblo,"2928",0.457135085352851,-0.0236579583125067
"0",Pagas,"1580",0.526135143827005,-0.00688318960501162
"0",Getullu,"2131",0.303739674082595,-0.0239285264695613
"0",Meciris,"2732",0.38599871847215,-0.0249021648927843
"0",Pudput,"1581",0.232202536441262,-0.0252407336150548
"0",Topiro,"1138",0.360684373140002,-0.0175660336717863
"0",Vtricio,"3421",0.0996745591105924,-0.0105633100527362
"0",Caprasia,"431",0.279786798235175,-0.0170320862897193
"0",Bitenas,"1069",0.37983676604418,-0.0149688354438751
"0",Trallis,"1287",0.430760375840512,-0.0174498219003295
"0",Masabi,"1624",0.536775543831605,-0.013885653110725
"0",Segessera,"3381",0.0456673342172989,-0.00936374783412642
"0",Scolla,"1412",0.452647475493933,-0.0147343971395004
"0",Agurio,"547",0.280642159311212,-0.0220562643003018
"0",Blenna,"1170",0.394869971234184,-0.0224475464016309
"0",Cyrro,"1699",0.493094316192736,-0.0204560388059556
"0",Cereas,"1199",0.431147396488555,-0.00945533101572942
"0",Foroecri,"206",0.204427360022781,-0.0155731713341082
"0",Macara,"1966",0.401720753519689,-0.00702103408965077
"0",Clostris,"471",0.229584823955757,-0.0213335866845091
"0",Thacia,"251",0.183546006932627,-0.0248022032482741
"0",Aserga,"1853",0.550896629341877,-0.027121599738426
"0",Parhe,"1880",0.577322024168622,-0.0135290277284063
"0",Leusaba,"736",0.233170622609747,-0.00894926190831707
"0",Corne,"1678",0.508683783199349,-0.0183283512079169
"0",Caudio,"502",0.261988796460907,-0.0180566929467027
"0",Caunonio,"2974",0.00407022397304414,-0.00679146347457401
"0",Valentia,"3242",0.058380356642882,-0.015964777599135
"0",Tivisco,"804",0.315314141743386,-0.00640819806243072
"0",Polentia,"3314",0.0998788827084643,-0.0152078734862645
"0",Stabios,"520",0.267272407806651,-0.0222986613596987
"0",Theleda,"1561",0.4850019457093,-0.024389968148828
"0",Declana,"3222",0.0150351821245749,-0.0185259949043588
"0",Massava,"3101",0.0358204394191607,-0.0125803333375773
"0",Edessa,"1120",0.337463071371409,-0.0156458106098583
"0",Temsa,"434",0.283652215765455,-0.0160669001797637
"0",Arutela,"828",0.329284126040329,-0.00702287790705667
"0",Ernolatia,"568",0.160633545575228,-0.00521767921270929
"0",[Thenas] (Miller),"1794",0.255331650685806,-0.0255250459952667
"0",Messene,"1001",0.326455806446658,-0.0223571553243836
"0",Nedino,"687",0.203445731005726,-0.00926597800182013
"0",Phasin,"1567",0.493079231674102,-0.00617841171452791
"0",Sarrvm (Sarrum),"3145",0.0115687064003986,-0.0137156308385745
"0",Thornia,"2900",0.43268456153017,-0.0267722964550268
"0",Mileto,"1200",0.432909651521115,-0.00955103691904331
"0",Bigeste,"760",0.261320793439325,-0.00935394979813818
"0",Arelate,"563",0.161780611076664,-0.00411657787684746
"0",Arusione,"3237",0.0550757902028367,-0.0163473587047088
"0",Virasia,"1220",0.423873036900714,-0.0119065256366525
"0",[Claudiopolis] (Miller),"1204",0.410211737055738,-0.0117319148403827
"0",Ad Pyrum,"364",0.24478433221224,-0.0144103943842
"0",Upellis,"635",0.182282666828449,-0.00735943347468604
"0",Cholle,"1721",0.497635346504883,-0.0270086556428121
"0",Augustis,"845",0.327053707228827,-0.00951905768750268
"0",Casama,"2955",0.470797390653905,-0.0274292284362233
"0",Tipasa,"130",0.137184669683486,-0.0243097551004955
"0",Hadria,"290",0.222253524418277,-0.0131139942684642
"0",Emma,"1495",0.484938243566793,-0.0208373034824453
"0",Turnaco,"3020",0.0250949482773598,-0.00520793367887954
"0",Lamnia,"2865",0.43857689705175,-0.0216343379089263
"0",Regia,"1706",0.49586584727262,-0.0222261193936566
"0",Vocario,"574",0.15136222356884,-0.00734516944474294
"0",Aquino,"357",0.238437931382632,-0.0195101675227682
"0",Bruani,"1964",0.398126433846131,-0.0069883408638852
"0",Vesubio,"3177",0.00805277417609931,-0.0147621722325794
"0",Cehere,"2956",0.474127829622348,-0.027125361471168
"0",Iullae,"1271",0.421366794716636,-0.0146502722787357
"0",Melcati,"2807",0.410908177838538,-0.0247840393557881
"0",Dolica,"1701",0.499067308044015,-0.0214653140567695
"0",Ariolica,"3432",0.0880078788671898,-0.012585970369925
"0",Cromen,"1222",0.427200002330608,-0.011860248057111
"0",Birrali,"1781",0.530558064571973,-0.0190812277876582
"0",Pisauro,"158",0.181875325820341,-0.015143284694405
"0",Catualivm (Catualium),"3013",0.043678804619748,-0.00617681117020856
"0",Tarsa,"1704",0.512762272495246,-0.0211915057851171
"0",Condate,"3190",0.0354620372077855,-0.0177787047178589
"0",apo Flumen (Apo Flumen),"784",0.295974097946109,-0.00567122975172168
"0",Ad fines / Ad fines,"3365",0.0511729831094063,-0.00809606976323491
"0",Heraclea,"452",0.282917188494607,-0.0152665133424388
"0",Matreio,"39",0.128896440710617,-0.00664272555813408
"0",Calcida,"1496",0.487215938516985,-0.0214503421966632
"0",Cambe,"1394",0.455684454469436,-0.0141318570597407
"0",Sapham,"1811",0.540983032884014,-0.0166445605120997
"0",Tamiso,"1548",0.461046683229017,-0.0201855053028687
"0",Ad Fines,"733",0.227862618244298,-0.00875634276667981
"0",Perre,"1691",0.509313807895359,-0.0204398492402959
"0",Tierua,"798",0.305935783297163,-0.00614507128370218
"0",Insula Lenur,"1987",0.011064204403999,-0.0083307307936906
"0",Simi[/nu]ati,"2852",0.419499134601992,-0.0250496032013083
"0",Lapheto,"1544",0.462346587653048,-0.019273458200102
"0",Comarv (Comaru),"2787",0.406902390311239,-0.02340422393896
"0",Acerdos,"1128",0.337227924584145,-0.016316228014762
"0",Sirgora,"1802",0.531838525847501,-0.0221018039865809
"0",Levefano,"2993",0.0312244328425291,-0.00417820496146338
"0",Tanomia,"3362",0.0462726590661344,-0.00843190079326438
"0",Anxano,"303",0.247266128455747,-0.0134126245598173
"0",Dilunto,"764",0.268308997994334,-0.00949847344410209
"0",Vignas,"346",0.23142511316375,-0.0172391339700479
"0",Metita,"1679",0.510205430470598,-0.0184173572592105
"0",Isunisca,"13",0.135600044016133,-0.00622900581589064
"0",Vicentia,"48",0.147873266805495,-0.00963539862650886
"0",Stenas,"908",0.328221859833424,-0.0122997304862994
"0",Bariduo,"741",0.241644704597201,-0.00822619586152604
"0",Arciade,"443",0.290945133347306,-0.0192453138463591
"0",Asarino,"1421",0.475246729420569,-0.0137207916803445
"0",Sidoteco,"3096",0.0468106720253896,-0.0122038321921919
"0",Micenis,"977",0.324399561079267,-0.0206233479920184
"0",Tvnisa (Tunisa),"2963",0.18179001152902,-0.0233272153635246
"0",Segesta,"533",0.273935248241804,-0.0228153708232219
"0",Pyrgos,"281",0.202520648000771,-0.0208698741103551
"0",Hatera,"1124",0.3320322453189,-0.0156791832789059
"0",Azizis,"789",0.304429500302159,-0.00479710032873985
"0",Augusta,"150",0.170465884572023,-0.0145539618315453
"0",Belnar,"1814",0.542769959892744,-0.0185033691031096
"0",Escone,"9",0.125886007146696,-0.00562188763078246
"0",Adipte,"1739",0.528947713698395,-0.0131522339853168
"0",Anasamo,"1016",0.332516612516923,-0.00896236498595596
"0",Dorileo,"1253",0.407889584807808,-0.0153651291378222
"0",Alaunio,"3248",0.0599731735564059,-0.0169528309380429
"0",Alsium,"282",0.208604150532415,-0.0206105815584267
"0",Spane,"1866",0.565366244805904,-0.0163642412371885
"0",Arenatio,"3004",0.0409865209674697,-0.00523808088211791
"0",Otresa,"1219",0.422331265298208,-0.0115107268483662
"0",Popleto,"785",0.0936347673647132,-0.0269493821589179
"0",Zaras,"632",0.0310852911498858,-0.0267450851803423
"0",Te[.]icias (Tericias),"3286",0.0527922294301208,-0.018654405926598
"0",Conuetoni,"2970",0.00556943075632528,-0.00454944234277261
"0",Anteba,"1622",0.534908957803074,-0.0127329039994533
"0",Misco Flumen,"178",0.196618331917198,-0.0147192917441214
"0",Bebiana,"266",0.211955980217196,-0.0198701756934012
"0",Hauarra,"2895",0.426258468485997,-0.0268583440412073
"0",Presidio,"1990",0.281414390027239,-0.0262007192244514
"0",Arsinia,"1664",0.519414554150398,-0.0139231822841607
"0",Biturs,"1818",0.542009571631341,-0.0206806657687626
"0",Thibili,"97",0.132388309860174,-0.0249989726695226
"0",Panormo,"536",0.274972260539373,-0.0220933558636669
"0",Casilino,"497",0.251681146705383,-0.0200049997721492
"0",Finibus,"3283",0.0961898572107543,-0.0137025042926066
"0",Calanico,"3310",0.092300346922163,-0.0179470772289721
"0",Gazatiae,"492",0.253262638000268,-0.0173724493313831
"0",Adrante,"641",0.180989981745299,-0.00813929024191575
"0",Thiar,"1750",0.517413225708748,-0.021281152644924
"0",Statule,"333",0.235226175584889,-0.0152486448082157
"0",Sama,"1676",0.502194619135472,-0.0167977496647367
"0",Fines,"3135",0.0283529466471565,-0.0135256110051346
"0",Cedoniae,"833",0.33451402247725,-0.00721563112874073
"0",Philiscu,"2785",0.403253149476727,-0.0250595805679771
"0",Clucar,"3207",0.199770678442949,-0.0246712100596558
"0",Brenzici,"1141",0.368151972128362,-0.0177690241371605
"0",Durolevo,"2978",0.00439946992195249,-0.00871842579020234
"0",Sabbin,"1825",0.540872758849292,-0.0233207048682409
"0",Cambete,"3346",0.0928997947906808,-0.00648924421942801
"0",Radriani,"146",0.164037617003899,-0.0132149381634541
"0",Sidi,"1468",0.452531533933959,-0.0195000511748
"0",Aludda,"1281",0.413740016259129,-0.0174702826581582
"0",Ariolica,"3170",0.0413507280016644,-0.0159021816009827
"0",Cissa,"1522",0.478624381338493,-0.00638029906399229
"0",Namare,"564",0.164555383831792,-0.00405247139863275
"0",Ceserina,"525",0.277009187439569,-0.0185342786738131
"0",Tuniza,"2921",0.155135547535334,-0.0228101906998205
"0",Ad nouas (Ad Novas),"219",0.212276276085812,-0.014866161937064
"0",Arasaxa,"1417",0.46346984195023,-0.0143095224710071
"0",Ceuclum,"3011",0.0404900365475656,-0.00601831848605363
"0",Thiges,"1433",0.208419157846997,-0.0280847102567665
"0",Patamo,"1507",0.449878571358572,-0.0191398406274377
"0",Ergitium,"301",0.243184763139373,-0.0132770785051014
"0",Nimphi,"1961",0.392357498357691,-0.00764164765446489
"0",Stenas,"945",0.327435096392449,-0.0149731881540721
"0",Arubio,"1038",0.36303164218322,-0.00794382898505396
"0",Tegulata,"3297",0.0590961732145468,-0.0198133432063678
"0",Epidotio,"680",0.188984068575515,-0.0116052593595039
"0",Iuncaria,"3221",0.0115043070200605,-0.018294970418693
"0",Amyrni,"1965",0.400409145556924,-0.00659827587877461
"0",Rhose,"2912",0.443206702177121,-0.027124466593011
"0",Salinas,"291",0.226022742073877,-0.0131781714564033
"0",Mazara,"1661",0.513330052758715,-0.0148252332086551
"0",Varcia,"3383",0.0506841780879498,-0.00980482564766854
"0",Aquileia,"3443",0.122122286132385,-0.00495524018450997
"0",Siher,"1815",0.542614376790058,-0.0192827803039618
"0",Bannis,"1564",0.491857245979627,-0.0231857888448444
"0",Vorgium,"3127",0.0146065769935305,-0.0121752386345394
"0",Isaria,"1459",0.455812133810674,-0.017798177310518
"0",M[.]nerica (Minerica Miller),"3052",0.0524049415907088,-0.00585680771567251
"0",Clarenna,"3441",0.116999850264544,-0.00485370094088319
"0",Acria,"1958",0.388870489043506,-0.00816996434304035
"0",[......]o,"3155",0.0090255166280982,-0.0137223464848312
"0",Phenice,"2824",0.404063784935802,-0.0276856660537705
"0",Phenice,"939",0.301194775719685,-0.0151096979397992
"0",Siguese,"229",0.171623782458074,-0.025991605524661
"0",Tomba,"1375",0.439554091752465,-0.0120818454363715
"0",Liuiana (Liviana),"3212",0.0240082437567505,-0.0178045704060631
"0",Vereisso Vereuso,"1652",0.500780454144399,-0.0131992287112274
"0",Tacatva (Tacatua),"2710",0.116178809751088,-0.0227891880681587
"0",Turrita,"111",0.116567184070834,-0.0186894932247525
"0",Syrtade,"1357",0.438122124583026,-0.0105400627383978
"0",Palitas,"1879",0.57397425987634,-0.0132478724369362
"0",Dablan,"1852",0.549765208790476,-0.0269813648649669
"0",Ad Fines,"3461",0.100595077882375,-0.00747835577777021
"0",Cunissa,"1644",0.490951134646015,-0.0105390952477318
"0",Catippa,"1870",0.574346038316494,-0.0114614654273187
"0",Icentiae (Picentiae),"397",0.271697334771633,-0.0198473602311531
"0",Inmonte (In monte),"1440",0.461308109135785,-0.0152562739196971
"0",Coruilu (Corvilu),"1663",0.517197389104397,-0.0141363463564354
"0",Pontos,"2055",0.294509273061439,-0.0239137614760287
"0",Batnis,"1751",0.519892153328945,-0.0194915492176109
"0",Vrbanis (Urbanis),"498",0.24784187519782,-0.020460671773527
"0",Sorvae,"1627",0.539748603742822,-0.0119863472614699
"0",Tindareo,"543",0.286602483025227,-0.0213926181329383
"0",Nigro,"1566",0.491325824185612,-0.00627884825490638
"0",Pretorio,"830",0.330716128265317,-0.00696034273857172
"0",Arsia Fluvius,"672",0.173137830229362,-0.0099492571971843
"0",Pudizo,"1061",0.373260451243559,-0.012016665851389
"0",Ad Rotas,"362",0.244291602426292,-0.0167401570360397
"0",Peutalia,"904",0.325551296417296,-0.011539249126504
"0",Baromaci,"2973",0.00385756038319059,-0.00650699305440757
"0",Ariolica,"51",0.137292341181875,-0.00874986170907598
"0",Billubio,"757",0.252323972226641,-0.00821252809815198
"0",Ad silma,"3110",0.169100011132615,-0.0247800259545424
"0",Gibrata,"1828",0.544411245104299,-0.0223803560736363
"0",Meldijs (Meldiis),"863",0.323654002398964,-0.0106699941577126
"0",Abdeae,"1791",0.539882260019933,-0.0204933403317683
"0",Sullecti,"1719",0.248181062893794,-0.0248487631123057
"0",Monim,"1967",0.402581782139442,-0.00617134053997359
"0",Arcelais,"2887",0.443592525896189,-0.0250268836555615
"0",Piscinas,"112",0.117784800147391,-0.018938297916115
"0",Creueni (Creveni),"883",0.294759966385,-0.00888354998688248
"0",Adfines (Ad Fines),"1453",0.455954812917808,-0.0173819704234368
"0",Banata,"1776",0.519707595660379,-0.0228208234741915
"0",Corterate,"3154",0.00732531910885861,-0.0137848236755644
"0",Pretonio,"2784",0.401128880486126,-0.025295911478007
"0",Gerame,"1323",0.416229324352457,-0.0188210979998804
"0",Pytane,"1349",0.460791359823233,-0.0115929763302325
"0",Saralio,"1387",0.441887462388464,-0.0131024712032947
"0",Quadrata,"68",0.122729905200872,-0.0120263094899284
"0",Adnovas (Ad Novas),"758",0.254996267029583,-0.0085207521448217
"0",Calippe,"1938",0.603258942696917,-0.0233593361897272
"0",Buatico,"1058",0.37850716950139,-0.0112454362760304
"0",Nezala,"2958",0.480958429625919,-0.026837667103506
"0",Pistum,"917",0.290312816252266,-0.00977799718750303
"0",Culabone,"3265",0.0602115886303023,-0.0143424961590777
"0",Annicia,"438",0.285374626093302,-0.0184316093516471
"0",Uzappa,"1013",0.217166501528584,-0.0267987917018963
"0",Egilan,"1224",0.431183624711152,-0.011437275988044
"0",Ad Calem,"182",0.186851622013007,-0.0163954223879437
"0",[...]araco (Camaraco Miller),"3030",0.0288217425500175,-0.00584984950167589
"0",Viratedo / Varatedo,"3153",0.00614199731216372,-0.0139025924420347
"0",Senphu,"2853",0.4203901424556,-0.0238757007000561
"0",Savo Flumen,"639",0.177103097226363,-0.00800332024907613
"0",Iseum,"2770",0.417033802348636,-0.0242747575403538
"0",Scilatio,"440",0.289715781948893,-0.0180292030464094
"0",Fundis,"475",0.237072180158157,-0.0211326363461734
"0",Ponione (Pomone),"5",0.117645117751894,-0.00564632105077154
"0",Foroba,"1397",0.463390351328799,-0.0137134433875145
"0",[Amida] (Miller),"1667",0.523646760387094,-0.0140016028377567
"0",Zacoria,"1339",0.441739697527611,-0.00917051705320016
"0",Arcamo,"1745",0.537999268164714,-0.0171181716510456
"0",Leminco,"3424",0.0602186399415273,-0.0133069788225262
"0",Sublucv (Sublucu),"2782",0.120416382144864,-0.0228398084851598
"0",Matilone,"2988",0.0186475148197602,-0.00448999278461377
"0",Singa,"1672",0.490624742809311,-0.0144319805796022
"0",Pistoris,"90",0.119828464083449,-0.0153759989436862
"0",Pharca,"1903",0.585877446904539,-0.0164361106233858
"0",Ludnam,"3393",0.0507294518437413,-0.0137945168561185
"0",[Caieta] (Miller),"2776",0.238143957120615,-0.0218756382641851
"0",Camila,"1348",0.458949835875532,-0.0110215939007003
"0",Nacolea,"1275",0.414647005291096,-0.0163926638145312
"0",Catara,"1426",0.477817171223707,-0.0146585636177254
"0",Tyro,"2918",0.449246409528677,-0.0233047069509438
"0",Cymiza,"1728",0.526569374160722,-0.0111528441651253
"0",Avibus,"1380",0.261792472429002,-0.0279469054988131
"0",Antipoli,"3301",0.0748383659937628,-0.0197335660270994
"0",Caspingio,"3001",0.0230446807827186,-0.00468050047471775
"0",Adfines (Ad Fines),"889",0.302904212598994,-0.0107689989220636
"0",Ad pirvm (ad Pirum),"406",0.264344980641388,-0.0152333284446974
"0",Vchivm (Uchium),"2185",0.279489704224632,-0.0255120148797225
"0",Tincollo,"3119",0.0347160627738495,-0.0135627527101524
"0",Aspona,"1247",0.430177866477104,-0.0132536779680002
"0",Siacus,"1921",0.563788839347232,-0.0269305538351748
"0",Ocurura,"2951",0.465911552897482,-0.0271487726265791
"0",Vetisso,"1263",0.430235943310877,-0.0142389547260328
"0",Cisamos,"1155",0.375344619314319,-0.0195815443979346
"0",Rache,"1842",0.541954811422719,-0.0251496396596293
"0",Gadaone,"3280",0.0832706390952814,-0.0151221316291224
"0",Iscopolis,"2801",0.416858485327592,-0.0231075103840487
"0",Cirfenna,"319",0.23276496238044,-0.0155911478576491
